,namespace,Semana,Número de AAs por turma
785,mariliamattoso,37,1.3
786,master,25,0.25728155339805825
787,master,26,0.3918918918918919
788,master,27,0.21830985915492956
789,master,28,0.12359550561797752
790,master,29,0.21649484536082475
791,master,30,0.16666666666666666
792,master,31,0.33163265306122447
793,master,32,0.21904761904761905
794,master,33,0.2727272727272727
795,master,34,0.32432432432432434
796,master,35,0.44881889763779526
797,master,36,0.5
798,master,37,0.32158590308370044
799,meta,30,1.0
800,meta,37,3.0
801,minhalista,25,6.0
802,minhalista,32,2.0
803,moaciralves,33,1.0
804,moaciralves,34,0.5
805,monsenhorgoncalo,37,1.0
806,montessori,33,0.3333333333333333
807,montessori,34,0.3333333333333333
808,montessori,37,2.0
809,mundialfranciscobeltrao,36,1.0
810,murilorocha,31,0.5
811,murilorocha,32,0.5
812,murilorocha,35,0.5
813,murilorocha,37,0.75
814,navegasas,27,1.0
815,novotempo,33,0.16666666666666666
816,novotempo,34,0.16666666666666666
817,novotempo,37,0.6666666666666666
818,nucleocriativo,25,6.75
819,nucleocriativo,32,2.0
820,nucleocriativo,34,1.9
821,nucleocriativo,35,4.1
822,nucleocriativo,36,1.0
823,nucleocriativo,37,2.0
824,nucleopva,28,2.0
825,objetivolorena,25,0.9333333333333333
826,objetivolorena,26,0.9803921568627451
827,objetivolorena,31,1.0
828,objetivolorena,32,2.5294117647058822
829,objetivolorena,33,2.4
830,objetivolorena,34,2.36
831,objetivolorena,35,1.393939393939394
832,objetivolorena,36,2.085714285714286
833,objetivolorena,37,2.3703703703703702
834,objetivoteresina,28,1.0
835,oficinadoestudante,25,1.0
836,oficinadoestudante,26,1.3333333333333333
837,osequim,34,1.0
838,overabelcabral,25,4.208333333333333
839,overabelcabral,26,2.75
840,overabelcabral,27,2.0
841,overabelcabral,28,1.0
842,overabelcabral,29,0.5
843,overabelcabral,30,0.8
844,overabelcabral,31,1.5
845,overabelcabral,32,1.0
846,overabelcabral,33,1.5
847,overabelcabral,34,2.076923076923077
848,overabelcabral,35,1.6666666666666667
849,overabelcabral,36,1.3888888888888888
850,overabelcabral,37,1.5454545454545454
851,overjoaopessoa,25,7.6
852,overjoaopessoa,26,5.333333333333333
853,overjoaopessoa,32,2.0
854,overjoaopessoa,33,0.75
855,overjoaopessoa,34,1.1428571428571428
856,overjoaopessoa,35,3.0
857,overjoaopessoa,36,3.6666666666666665
858,overjoaopessoa,37,2.0
859,overlimaesilva,25,0.8333333333333334
860,overlimaesilva,26,1.3333333333333333
861,overlimaesilva,31,1.0
862,overlimaesilva,32,1.0
863,overlimaesilva,33,1.4285714285714286
864,overlimaesilva,34,2.5555555555555554
865,overlimaesilva,35,1.1428571428571428
866,overlimaesilva,36,1.3333333333333333
867,overlimaesilva,37,2.5
868,overmarciliofurtado,25,5.583333333333333
869,overmarciliofurtado,26,3.9285714285714284
870,overmarciliofurtado,27,5.666666666666667
871,overmarciliofurtado,28,0.75
872,overmarciliofurtado,29,0.75
873,overmarciliofurtado,30,1.0
874,overmarciliofurtado,31,1.7272727272727273
875,overmarciliofurtado,32,1.7
876,overmarciliofurtado,33,1.6818181818181819
877,overmarciliofurtado,34,2.2
878,overmarciliofurtado,35,2.75
879,overmarciliofurtado,36,1.1
880,overmarciliofurtado,37,2.0833333333333335
881,overmossoro,25,5.142857142857143
882,overmossoro,26,7.8
883,overmossoro,30,1.0
884,overmossoro,31,1.2
885,overmossoro,32,1.6666666666666667
886,overmossoro,33,1.4
887,overmossoro,34,0.875
888,overmossoro,35,2.5
889,overmossoro,36,1.5
890,overmossoro,37,2.2857142857142856
891,overnascimentodecastro,25,2.0
892,overnascimentodecastro,27,0.6
893,overnascimentodecastro,33,0.14285714285714285
894,overnascimentodecastro,34,0.14285714285714285
895,overpontanegra,25,5.0
896,overpontanegra,26,3.0
897,overpontanegra,28,1.0
898,overpontanegra,29,1.0
899,overpontanegra,31,2.5833333333333335
900,overpontanegra,32,1.1428571428571428
901,overpontanegra,33,1.2142857142857142
902,overpontanegra,34,2.235294117647059
903,overpontanegra,35,2.3333333333333335
904,overpontanegra,36,1.75
905,overpontanegra,37,2.411764705882353
906,overzonanorte,25,5.909090909090909
907,overzonanorte,26,3.6923076923076925
908,overzonanorte,27,0.4
909,overzonanorte,30,1.0
910,overzonanorte,31,1.0666666666666667
911,overzonanorte,32,1.8571428571428572
912,overzonanorte,33,1.4
913,overzonanorte,34,2.411764705882353
914,overzonanorte,35,2.0
915,overzonanorte,36,1.2857142857142858
916,overzonanorte,37,2.909090909090909
917,pauloviana,31,0.5
918,pearson,31,1.0
919,pesenglish,34,1.0
920,pesenglish,35,1.0
921,physicsalcindocacela,25,8.25
922,physicsalcindocacela,27,0.16666666666666666
923,physicsalcindocacela,33,0.14285714285714285
924,physicsalcindocacela,34,0.3157894736842105
925,physicsalcindocacela,35,1.0
926,physicsalcindocacela,36,0.25
927,physicsalmirantebarroso,25,4.214285714285714
928,physicsalmirantebarroso,26,1.0
929,physicsalmirantebarroso,33,0.625
930,physicsalmirantebarroso,34,0.25
931,physicsalmirantebarroso,35,2.1818181818181817
932,physicsalmirantebarroso,36,1.4444444444444444
933,physicsalmirantebarroso,37,0.3333333333333333
934,physicsaugustomontenegro,25,6.857142857142857
935,physicsaugustomontenegro,26,3.7142857142857144
936,physicsaugustomontenegro,33,0.625
937,physicsaugustomontenegro,34,0.25
938,physicsaugustomontenegro,35,2.375
939,physicsaugustomontenegro,36,1.5
940,physicsaugustomontenegro,37,2.0
941,physicsbatistacampos,25,1.625
942,physicsbatistacampos,26,5.0
943,physicsbatistacampos,32,0.5
944,physicsbatistacampos,33,0.5
945,physicsbatistacampos,35,1.8181818181818181
946,physicsbatistacampos,36,1.5
947,physicsbatistacampos,37,0.7142857142857143
948,physicscidadenova,25,3.5
949,physicscidadenova,26,6.0
950,physicscidadenova,33,0.38461538461538464
951,physicscidadenova,34,0.125
952,physicscidadenova,35,2.2222222222222223
953,physicscidadenova,36,0.9
954,physicscidadenova,37,0.8571428571428571
955,physicsconselheirofurtado,25,4.8
956,physicsconselheirofurtado,26,2.0
957,physicsconselheirofurtado,31,0.16666666666666666
958,physicsconselheirofurtado,32,0.2857142857142857
959,physicsconselheirofurtado,33,0.1
960,physicsconselheirofurtado,34,0.1
961,physicsconselheirofurtado,36,0.6666666666666666
962,physicsconselheirofurtado,37,1.0
963,physicsmacapa,25,7.428571428571429
964,physicsmacapa,33,0.625
965,physicsmacapa,34,0.25
966,physicsmacapa,35,3.0
967,physicsmacapa,36,1.5
968,physicsmacapa,37,0.75
969,physicsumarizal,25,4.6923076923076925
970,physicsumarizal,26,4.2
971,physicsumarizal,33,0.7142857142857143
972,physicsumarizal,34,0.3333333333333333
973,physicsumarizal,35,2.5833333333333335
974,physicsumarizal,36,1.7
975,physicsumarizal,37,1.3333333333333333
976,pioxi,25,0.9166666666666666
977,pioxi,26,0.8928571428571429
978,pioxi,34,0.5
979,pioxi,35,0.8666666666666667
980,pioxi,36,1.394736842105263
981,pioxi,37,0.9347826086956522
982,pioxiicolegio,30,0.625
983,pioxiicolegio,31,0.8571428571428571
984,pioxiicolegio,32,1.6
985,pioxiicolegio,33,1.2
986,pioxiicolegio,34,1.0
987,pioxiicolegio,35,1.5384615384615385
988,pioxiicolegio,36,1.5
989,pioxiicolegio,37,0.8947368421052632
990,plannetaosasco,27,0.25
991,plannetataboao,28,0.45506692160611856
992,poliedro,25,0.3333333333333333
993,poliedro,27,0.2
994,poliedro,29,1.0
995,poliedro,32,1.3333333333333333
996,poliedro,33,0.25
997,poliedro,35,1.0
998,poliedropv,25,0.5
999,poliedropv,26,0.5
1000,poliedropv,28,0.75
1001,poliedropv,29,0.3333333333333333
1002,poliedropv,30,0.3333333333333333
1003,poliedropv,31,0.3333333333333333
1004,poliedropv,32,0.75
1005,poliedropv,34,0.3333333333333333
1006,poliedrotreinamento,34,1.0
1007,portinari,26,0.9090909090909091
1008,portinari,27,0.5357142857142857
1009,portinari,28,0.5
1010,portinari,29,0.7083333333333334
1011,portinari,30,0.5
1012,portinari,31,0.4838709677419355
1013,portinari,32,0.4838709677419355
1014,portinari,33,0.4864864864864865
1015,portinari,34,0.5121951219512195
1016,portinari,35,0.5333333333333333
1017,portinari,36,0.5294117647058824
1018,portinari,37,0.4444444444444444
1019,porto,25,1.4482758620689655
1020,porto,26,1.0
1021,porto,27,0.3333333333333333
1022,porto,28,0.25
1023,porto,31,1.0
1024,porto,32,1.8095238095238095
1025,porto,33,2.0
1026,porto,34,3.08
1027,porto,35,1.92
1028,porto,36,2.823529411764706
1029,porto,37,1.1333333333333333
1030,portoseguro,34,1.0
1031,portoseguro,35,0.6190476190476191
1032,positivoon,28,1.0
1033,prevest,32,1.0
1034,prevest,34,1.0
1035,primeirodemaio,31,1.0
1036,primeirodemaio,32,1.0
1037,prismapatrocinio,25,2.0
1038,prismapatrocinio,26,1.75
1039,prismapatrocinio,27,1.05
1040,prismapatrocinio,28,1.0
1041,prismapatrocinio,30,0.4
1042,prismapatrocinio,31,1.3333333333333333
1043,prismapatrocinio,32,1.6842105263157894
1044,prismapatrocinio,33,3.4210526315789473
1045,prismapatrocinio,34,2.6666666666666665
1046,prismapatrocinio,35,1.2857142857142858
1047,prismapatrocinio,36,3.5789473684210527
1048,prismapatrocinio,37,2.5789473684210527
1049,profederal,25,0.75
1050,profederal,26,1.0
1051,profederal,27,0.75
1052,profederal,29,1.0
1053,profederal,30,1.0
1054,profederal,31,12.0
1055,profederal,32,3.6666666666666665
1056,profederal,33,2.2857142857142856
1057,profederal,34,1.875
1058,profederal,35,1.75
1059,profederal,36,1.5714285714285714
1060,profederal,37,1.625
1061,progressaodc,25,6.666666666666667
1062,progressaodc,26,5.666666666666667
1063,progressaodc,27,3.6666666666666665
1064,progressaodc,28,1.6666666666666667
1065,progressaodc,30,1.0
1066,progressaodc,31,4.5
1067,progressaodc,32,7.333333333333333
1068,progressaodc,33,10.333333333333334
1069,progressaodc,34,1.25
1070,progressaodc,35,1.0666666666666667
1071,progressaodc,36,1.0
1072,progressaoig,25,1.2857142857142858
1073,progressaoig,26,2.2
1074,progressaoig,27,2.1666666666666665
1075,progressaoig,28,0.75
1076,progressaoig,30,1.0
1077,progressaoig,31,2.1666666666666665
1078,progressaoig,32,3.3333333333333335
1079,progressaoig,33,7.0
1080,progressaoig,34,1.1176470588235294
1081,progressaoig,35,0.9411764705882353
1082,progressaoig,36,0.6666666666666666
1083,progressaoig,37,0.5
1084,provaspoliedro,25,0.8360655737704918
1085,provaspoliedro,26,0.9
1086,provaspoliedro,27,2.888888888888889
1087,provaspoliedro,28,0.5333333333333333
1088,provaspoliedro,30,0.7543859649122807
1089,provaspoliedro,31,0.7611940298507462
1090,provaspoliedro,32,0.8804347826086957
1091,provaspoliedro,33,1.105263157894737
1092,provaspoliedro,34,1.1808510638297873
1093,provaspoliedro,35,0.7903225806451613
1094,provaspoliedro,36,0.5
1095,provaspoliedro,37,0.8163265306122449
1096,psantagema,25,1.0833333333333333
1097,psantagema,26,1.0
1098,psantagema,30,3.0
1099,psantagema,32,0.6666666666666666
1100,psantagema,33,1.2916666666666667
1101,psantagema,34,0.6
1102,psantagema,35,1.3333333333333333
1103,psantagema,36,0.3333333333333333
1104,qescola,25,1.0
1105,qescola,26,1.75
1106,qescola,27,0.8
1107,qescola,28,0.8947368421052632
1108,qescola,29,1.2
1109,qescola,30,0.8888888888888888
1110,qescola,31,1.25
1111,qescola,32,1.3333333333333333
1112,qescola,33,1.2
1113,qescola,34,2.2
1114,qescola,35,2.4285714285714284
1115,qescola,36,1.0
1116,qescola,37,1.5
1117,qescola.qmagico.com.br,25,1.0
1118,rede,35,1.0
1119,saberviver,32,0.25
1120,saea,33,1.0
1121,saea,35,1.0
1122,sagradafamilia,33,1.0
1123,sagradafamilia,34,2.75
1124,santadoroteia,33,1.0
1125,santadoroteia,34,2.0
1126,santamariacn,25,0.5
1127,santamariacn,26,1.0
1128,santamariacn,27,1.25
1129,santamariacn,28,1.0
1130,santamariacn,29,0.75
1131,santamariacn,30,0.5
1132,santamariacn,31,0.75
1133,santamariacn,32,0.5
1134,santamariacn,33,0.5
1135,santamariacn,34,0.5
1136,santamariacn,35,0.5
1137,santamariacn,36,1.0
1138,santamariacn,37,0.6666666666666666
1139,santoamerico,25,0.8888888888888888
1140,santoamerico,26,0.26666666666666666
1141,santoamerico,27,0.85
1142,santoamerico,28,2.0
1143,santoamerico,30,1.0
1144,santoamerico,31,1.1111111111111112
1145,santoamerico,32,1.1875
1146,santoamerico,33,0.7894736842105263
1147,santoamerico,34,0.6
1148,santoamerico,35,1.25
1149,santoamerico,36,1.0
1150,santoamerico,37,1.0
1151,santoantonio,27,0.3333333333333333
1152,sas,25,1.0
1153,sas,29,1.0
1154,sas,30,2.0
1155,sas,31,2.0
1156,sas,32,6.0
1157,sas,33,10.0
1158,sasadapt,25,2.0
1159,seletivoeducallis,26,1.0
1160,seletivoeducallis,28,1.0
1161,seletivoeducallis,32,1.0
1162,simbios,33,0.3333333333333333
1163,simbios,34,0.3333333333333333
1164,simuladoita,26,1.5
1165,sobral,29,2.0
1166,souhabilis,25,2.0
1167,souhabilis,26,1.6666666666666667
1168,souhabilis,29,0.3333333333333333
1169,souhabilis,30,0.6666666666666666
1170,souhabilis,31,0.6666666666666666
1171,souhabilis,32,1.3333333333333333
1172,souhabilis,33,0.3333333333333333
1173,souhabilis,34,1.0
1174,souhabilis,35,0.6666666666666666
1175,souhabilis,36,13.0
1176,spdacruz,25,1.4473684210526316
1177,spdacruz,26,0.5454545454545454
1178,spdacruz,31,0.5882352941176471
1179,spdacruz,32,2.6216216216216215
1180,spdacruz,33,1.6818181818181819
1181,spdacruz,34,1.0
1182,spdacruz,35,1.1666666666666667
1183,spdacruz,36,0.925
1184,spdacruz,37,0.9375
1185,stellamarisaguaverde,25,2.0
1186,stellamarisaguaverde,26,2.5555555555555554
1187,stellamarisaguaverde,33,0.5384615384615384
1188,stellamarisaguaverde,34,0.46153846153846156
1189,stellamarisaguaverde,35,1.3076923076923077
1190,stellamarisaguaverde,37,0.6923076923076923
1191,stellamarisjuveve,25,2.7
1192,stellamarisjuveve,26,4.173913043478261
1193,stellamarisjuveve,27,0.5
1194,stellamarisjuveve,29,18.666666666666668
1195,stellamarisjuveve,31,1.0
1196,stellamarisjuveve,32,2.0
1197,stellamarisjuveve,33,1.1071428571428572
1198,stellamarisjuveve,34,1.1071428571428572
1199,stellamarisjuveve,35,4.107142857142857
1200,stellamarisjuveve,36,1.0
1201,stellamarisjuveve,37,2.0384615384615383
1202,stellamarisxaxim,25,4.25
1203,stellamarisxaxim,26,4.625
1204,stellamarisxaxim,27,1.0
1205,stellamarisxaxim,29,14.0
1206,stellamarisxaxim,31,1.0
1207,stellamarisxaxim,32,1.6666666666666667
1208,stellamarisxaxim,33,1.0
1209,stellamarisxaxim,34,0.8333333333333334
1210,stellamarisxaxim,35,3.7222222222222223
1211,stellamarisxaxim,37,1.8125
1212,studos,30,1.0
1213,testevictorhugo,32,1.0
1214,testevictorhugo,35,0.4
1215,testevictorhugo,37,1.0
1216,universitariolondrina,25,2.533333333333333
1217,universitariolondrina,26,3.52
1218,universitariolondrina,27,2.0
1219,universitariolondrina,28,0.3333333333333333
1220,universitariolondrina,29,1.5
1221,universitariolondrina,30,2.0
1222,universitariolondrina,31,1.5806451612903225
1223,universitariolondrina,32,1.2424242424242424
1224,universitariolondrina,33,0.8333333333333334
1225,universitariolondrina,34,1.3478260869565217
1226,universitariolondrina,35,0.9555555555555556
1227,universitariolondrina,36,1.619047619047619
1228,universitariolondrina,37,1.3888888888888888
1229,universobarcarena,25,2.6818181818181817
1230,universobarcarena,26,2.3076923076923075
1231,universobarcarena,27,1.0
1232,universobarcarena,28,0.8235294117647058
1233,universobarcarena,29,0.75
1234,universobarcarena,30,2.1052631578947367
1235,universobarcarena,31,5.681818181818182
1236,universobarcarena,34,1.0
1237,universobarcarena,35,0.5
1238,universobarcarena,37,0.8
1239,universos,37,1.0
1240,villalobos,25,2.857142857142857
1241,villalobos,26,1.3636363636363635
1242,villalobos,27,1.2
1243,villalobos,30,2.0
1244,villalobos,31,1.3846153846153846
1245,villalobos,32,2.2941176470588234
1246,villalobos,33,2.2857142857142856
1247,villalobos,34,2.2
1248,villalobos,35,1.5714285714285714
1249,villalobos,36,1.9473684210526316
1250,villalobos,37,1.1
1251,vitae,28,10.0
1252,wilsondeandradebarreto,35,1.0
