,namespace,Semana,Porcentagem de engajamento em AAs
787,master,32,0.436042493800729
1074,progressaoig,37,0.4358974358974359
68,acessopinhais,27,0.4357718677013486
206,ceespacolivre,36,0.43459080368757425
914,physicsalcindocacela,27,0.43434343434343436
860,overmarciliofurtado,25,0.430712804975283
435,colegiomagnum,33,0.4294117647058823
1037,prismapatrocinio,35,0.42884864165588615
201,ceespacolivre,28,0.42857142857142855
750,macvest,33,0.42857142857142855
451,colegioplanck,28,0.4244791666666667
239,cnslpb,26,0.42395437262357416
913,physicsalcindocacela,25,0.4237699939258959
137,apogeustoantonio2,26,0.4235294117647059
433,colegiojoaopaulo,35,0.42250530785562634
369,colegioensitec,36,0.42105263157894735
1123,santamariacn,33,0.42105263157894735
724,invictus,36,0.42035928143712575
637,elitecuritibaemilianoperneta,30,0.4200792602377807
1175,stellamarisaguaverde,34,0.41975308641975306
1025,prevest,34,0.41935483870967744
351,colegioecursoprogressao,37,0.41935483870967744
89,acessosjpinhais,27,0.4192184963332027
245,cnslpb,34,0.41842105263157897
1075,provaspoliedro,25,0.4176264736859987
1236,villalobos,36,0.41541299210329125
758,maplebearslz,26,0.4142857142857143
905,overzonanorte,34,0.41388790976383505
748,macvest,27,0.4107142857142857
520,contemporaneocidadeverde,33,0.41034499304256034
410,colegioiguatemy,37,0.40691927512355847
361,colegioensitec,28,0.4068522483940043
1184,stellamarisjuveve,33,0.4047721781152917
426,colegiojoaopaulo,28,0.4020996500583236
960,physicsmacapa,37,0.4009770762871101
1133,santoamerico,31,0.4000977039570103
1113,santadoroteia,33,0.4
1176,stellamarisaguaverde,35,0.39927872230808864
1185,stellamarisjuveve,34,0.39868733417120517
969,pioxi,26,0.3946078431372549
238,cnslpb,25,0.3909136295556665
916,physicsalcindocacela,34,0.3886354851178972
1081,provaspoliedro,32,0.3866144097213674
898,overzonanorte,25,0.3851247734560156
207,ceespacolivre,37,0.3844624560330326
554,crescercampinas,36,0.3836635732798261
409,colegioiguatemy,36,0.3835447498238196
432,colegiojoaopaulo,34,0.3834306956983537
1181,stellamarisjuveve,29,0.38160348042262277
436,colegiomagnum,34,0.3803921568627451
221,ceprimeiromundo,31,0.37563603711463633
1137,santoamerico,35,0.373015873015873
461,colegiopremium,25,0.3723404255319149
270,colegiobatistaindependente,28,0.3719676549865229
1223,universobarcarena,34,0.36585365853658536
487,colegiouirapuru,29,0.36496350364963503
723,invictus,35,0.36193029490616624
374,colegioflamingo,33,0.3610023492560689
790,master,35,0.3603722006098202
1203,universitariolondrina,25,0.35922963067380886
785,master,30,0.35877862595419846
7,acessoalmirantetamandare,34,0.3579680909591051
580,cursosazambuja,25,0.35710646968925114
370,colegioensitec,37,0.35667034178610807
570,cursoisfera,32,0.3564650059311981
334,colegioeag,37,0.3548387096774194
8,acessoalmirantetamandare,35,0.3541341653666147
141,apogeustoantonio2,32,0.3523746410426331
1208,universitariolondrina,30,0.3515385253379779
85,acessosantafelicidade,36,0.3509933774834437
571,cursoisfera,33,0.34941820670773444
1237,villalobos,37,0.34904194717762815
581,cursosazambuja,26,0.3484139365574623
44,acessofazendariogrande,25,0.34423535648025444
915,physicsalcindocacela,33,0.3440158820192853
1178,stellamarisjuveve,25,0.3438426078366809
128,amadeus,35,0.343179276928811
846,overjoaopessoa,33,0.3428085519922255
733,isem,32,0.34238310708898945
246,cnslpb,35,0.3416245627671978
99,acessosjpinhais,37,0.34123171587412965
789,master,34,0.3406485400148162
847,overjoaopessoa,34,0.3403141361256545
460,colegioplanck,37,0.339757017176372
83,acessosantafelicidade,34,0.33966756513926327
613,eccos,33,0.3386861313868613
84,acessosantafelicidade,35,0.3369855546470428
593,deltaeducacional,26,0.33461302211302213
1098,qescola,29,0.3333333333333333
1226,universos,37,0.3333333333333333
948,physicsconselheirofurtado,26,0.3333333333333333
794,meta,37,0.3333333333333333
1199,studos,30,0.3333333333333333
65,acessohauer,37,0.33224925198386884
502,colegioup,28,0.33112745098039215
825,objetivolorena,36,0.32858046340481806
1229,villalobos,27,0.32857142857142857
743,joaobelem,25,0.328042328042328
893,overpontanegra,33,0.32780269058295963
32,acessocampolargo,35,0.32709908475925187
1134,santoamerico,32,0.3259662609438394
51,acessofazendariogrande,34,0.3255605381165919
96,acessosjpinhais,34,0.32431710666870134
230,ciadosaber,31,0.3225806451612903
52,acessofazendariogrande,35,0.32213014119091465
243,cnslpb,32,0.3218884120171674
1084,provaspoliedro,35,0.3204014460691739
241,cnslpb,30,0.3200208240368883
1047,profederal,33,0.31814659848132654
1082,provaspoliedro,33,0.31659525299696695
752,magister,25,0.3157894736842105
9,acessoalmirantetamandare,36,0.3157152924594785
900,overzonanorte,27,0.3148936170212766
73,acessopinhais,34,0.314519427402863
119,aescobjetivo,36,0.31339174708424605
573,cursoisfera,35,0.31309904153354634
31,acessocampolargo,34,0.3126320555387866
1039,prismapatrocinio,37,0.30909579952481286
26,acessocampolargo,27,0.30873119298661295
407,colegioiguatemy,34,0.30759264058046126
64,acessohauer,36,0.30706790734508016
1174,stellamarisaguaverde,33,0.3063399041022909
404,colegioiguatemy,31,0.30552803645730137
904,overzonanorte,33,0.30518139809261624
1222,universobarcarena,31,0.303947161503381
143,apogeustoantonio2,35,0.30186823992133727
1192,stellamarisxaxim,29,0.3008522727272727
824,objetivolorena,35,0.300373798504806
1048,profederal,34,0.2990331491712707
1125,santamariacn,35,0.2982456140350877
932,physicsaugustomontenegro,37,0.29586693548387094
899,overzonanorte,26,0.2956644094626682
247,cnslpb,36,0.2951561792666365
231,ciadosaber,32,0.2950034223134839
224,ceprimeiromundo,34,0.29392679712055153
20,acessoboqueirao,34,0.2934528573715383
513,conexaosaber,35,0.2922873220787819
335,colegioecursodesafio,25,0.2920634920634921
816,nucleocriativo,37,0.2916666666666667
887,overpontanegra,25,0.29134850035424703
1083,provaspoliedro,34,0.29066683180068326
405,colegioiguatemy,32,0.2905376649170095
585,cursosazambuja,30,0.29037267080745344
144,apogeustoantonio2,36,0.29030131826741995
1076,provaspoliedro,26,0.2862974098057354
1127,santamariacn,37,0.28618968386023297
1126,santamariacn,36,0.283363802559415
215,ceprimeiromundo,25,0.2824427480916031
1038,prismapatrocinio,36,0.2813420992972115
1080,provaspoliedro,31,0.2799666871567092
885,overnascimentodecastro,33,0.27972027972027974
821,objetivolorena,32,0.27888703514342605
589,cursosazambuja,35,0.2783691141980877
873,overmossoro,25,0.2778978388998035
41,acessocampolargokids,34,0.27586206896551724
118,aescobjetivo,35,0.275290814279984
861,overmarciliofurtado,26,0.2735115351937782
689,implantacao,26,0.2727272727272727
408,colegioiguatemy,35,0.27160056657223797
1049,profederal,35,0.2697538302633844
309,colegiocb,31,0.26778846153846153
888,overpontanegra,26,0.26703616854970513
559,cursoenfase,25,0.26495726495726496
139,apogeustoantonio2,29,0.26449974606399185
878,overmossoro,33,0.26439637532885124
772,mariliamattoso,30,0.26165291177496225
429,colegiojoaopaulo,31,0.26143715341959334
269,colegiobatistaindependente,27,0.26068965517241377
661,escolamaster,26,0.2597402597402597
961,physicsumarizal,25,0.25744793039810177
501,colegioup,27,0.2547766176575041
406,colegioiguatemy,33,0.25326199192715665
826,objetivolorena,37,0.2500626588850299
982,plannetaosasco,27,0.25
632,einsteinassis,35,0.25
815,nucleocriativo,36,0.25
820,objetivolorena,31,0.25
844,overjoaopessoa,26,0.25
934,physicsbatistacampos,26,0.2495201535508637
43,acessocampolargokids,37,0.2479108635097493
586,cursosazambuja,31,0.24697469746974698
1090,psantagema,33,0.24652087475149106
652,escolaceciliameireles,31,0.24615384615384617
1051,profederal,37,0.24577114427860697
1124,santamariacn,34,0.24561403508771928
1050,profederal,36,0.24434389140271492
879,overmossoro,34,0.244
396,colegioguilhermedealmeida,31,0.2431818181818182
843,overjoaopessoa,25,0.242802824551874
1089,psantagema,32,0.2422062350119904
588,cursosazambuja,34,0.24120971117622436
927,physicsaugustomontenegro,26,0.23963133640552994
1173,stellamarisaguaverde,26,0.23852214072262973
1189,stellamarisxaxim,25,0.23793887345289214
235,ciadosaber,37,0.2375
822,objetivolorena,33,0.23551375026926114
213,cem,35,0.23529411764705882
434,colegioliceu,33,0.23495478640473963
214,cem,36,0.23076923076923078
812,nucleocriativo,32,0.23076923076923078
584,cursosazambuja,29,0.23009840041039034
193,ceabb,27,0.22954822954822954
232,ciadosaber,33,0.22866043613707165
403,colegioiguatemy,27,0.22857142857142856
814,nucleocriativo,35,0.22691292875989447
428,colegiojoaopaulo,30,0.22641509433962265
935,physicsbatistacampos,32,0.22580645161290322
638,elitecuritibaemilianoperneta,31,0.22567287784679088
792,master,37,0.22564053516965812
248,cnslpb,37,0.22518740629685158
607,eacorcovado,35,0.225
655,escolaceciliameireles,35,0.22401433691756273
373,colegioflamingo,32,0.2238562091503268
852,overlimaesilva,26,0.22346368715083798
120,aescobjetivo,37,0.22302573373850829
233,ciadosaber,34,0.22254169062679702
1221,universobarcarena,30,0.22140522875816993
98,acessosjpinhais,36,0.2200169429989108
1193,stellamarisxaxim,31,0.21951219512195122
587,cursosazambuja,33,0.2170424978317433
223,ceprimeiromundo,33,0.21668388429752067
1045,profederal,31,0.21428571428571427
381,colegiofuturageracao,31,0.2133492252681764
800,montessori,34,0.21311475409836064
560,cursoenfase,33,0.21236757822123675
517,contemporaneocidadeverde,28,0.21052631578947367
572,cursoisfera,34,0.2091884328358209
1155,souhabilis,29,0.20765027322404372
656,escolaceciliameireles,36,0.20683760683760682
543,crb,35,0.2053388090349076
264,colegioarena,35,0.2052077275957873
181,cats,34,0.20454545454545456
627,educarse,32,0.20193713450292397
1040,profederal,25,0.20125786163522014
813,nucleocriativo,34,0.20032894736842105
170,casdvest,25,0.2
1132,santoamerico,30,0.1996904024767802
219,ceprimeiromundo,29,0.19696969696969696
926,physicsaugustomontenegro,25,0.1963015275162168
21,acessoboqueirao,35,0.1957010338768338
1168,spdacruz,34,0.19553072625698323
216,ceprimeiromundo,26,0.19527235354573483
124,amadeus,31,0.19464436917866215
427,colegiojoaopaulo,29,0.19230769230769232
102,adrianochan,31,0.1907766579147963
117,aescobjetivo,34,0.1898275748539607
222,ceprimeiromundo,32,0.18965822560651674
955,physicsmacapa,25,0.18915257404466038
611,eccos,31,0.18867924528301888
605,eacorcovado,32,0.18867924528301888
1129,santoamerico,26,0.18848437903434032
1220,universobarcarena,29,0.18796992481203006
528,contemporaneolagoanova,34,0.18710438128335607
542,crb,34,0.18601475006828735
874,overmossoro,26,0.18508997429305912
1161,souhabilis,35,0.18503937007874016
225,ceprimeiromundo,35,0.1845258770406391
1102,qescola,33,0.18181818181818182
1219,universobarcarena,28,0.18181818181818182
195,ceabb,35,0.18117559523809523
74,acessopinhais,35,0.18062589274120244
561,cursoenfase,34,0.18007662835249041
1085,provaspoliedro,36,0.17889837083010085
651,escolaceciliameireles,30,0.17647058823529413
33,acessocampolargo,36,0.17439703153988867
576,cursoleopoldo,32,0.1724137931034483
260,colegioarena,31,0.17095564874825264
1044,profederal,30,0.170316301703163
123,amadeus,30,0.16861370716510904
514,conexaosaber,37,0.16822429906542055
886,overnascimentodecastro,34,0.16783216783216784
380,colegiofuturageracao,26,0.16666666666666666
1179,stellamarisjuveve,26,0.16552519645303151
192,ceabb,26,0.1625
577,cursoleopoldo,34,0.16091954022988506
657,escolaceciliameireles,37,0.15935334872979215
1153,souhabilis,25,0.1589310829817159
962,physicsumarizal,26,0.1580188679245283
319,colegiodasamericas,27,0.15789473684210525
220,ceprimeiromundo,30,0.15747241725175526
495,colegiouniverso,25,0.15462236265416368
1190,stellamarisxaxim,26,0.15434007134363853
1154,souhabilis,26,0.1540983606557377
562,cursoenfase,36,0.1519230769230769
402,colegioiguatemy,26,0.15085638998682477
466,colegiopremium,36,0.15049751243781095
512,conexaosaber,34,0.15047879616963064
947,physicsconselheirofurtado,25,0.14886095836606442
1172,stellamarisaguaverde,25,0.14874696847210994
103,adrianochan,32,0.1484965763620125
653,escolaceciliameireles,32,0.14781746031746032
799,montessori,33,0.14754098360655737
154,brasilcursinhos,25,0.14685314685314685
240,cnslpb,28,0.14634146341463414
1157,souhabilis,31,0.14566929133858267
673,faculdadeflamingo,34,0.14468085106382977
1182,stellamarisjuveve,31,0.14423076923076922
941,physicscidadenova,26,0.14385964912280702
1146,seletivoeducallis,26,0.14285714285714285
1147,seletivoeducallis,28,0.14285714285714285
1140,santoantonio,27,0.14285714285714285
1042,profederal,27,0.14150943396226415
465,colegiopremium,35,0.14102564102564102
136,apogeustoantonio2,25,0.1407766990291262
919,physicsalmirantebarroso,25,0.13746444884943548
521,contemporaneocidadeverde,34,0.13725490196078433
918,physicsalcindocacela,36,0.13724503488996243
194,ceabb,31,0.13636363636363635
109,aescobjetivo,25,0.1355676231483564
1046,profederal,32,0.13486536675951719
1156,souhabilis,30,0.13385826771653545
401,colegioiguatemy,25,0.13186029935851745
920,physicsalmirantebarroso,26,0.13043478260869565
654,escolaceciliameireles,33,0.13043478260869565
337,colegioecursodesafio,35,0.12823343848580443
631,einsteinassis,32,0.1282051282051282
578,cursoleopoldo,36,0.12643678160919541
674,faculdadeflamingo,35,0.12586872586872586
1086,provaspoliedro,37,0.12488841115706244
1072,progressaoig,35,0.12440944881889764
628,educarse,33,0.12280701754385964
782,master,27,0.12033790161410243
770,mariliamattoso,28,0.11951384199864956
226,ceprimeiromundo,36,0.11886792452830189
1104,qescola,35,0.11614730878186968
1159,souhabilis,33,0.11475409836065574
884,overnascimentodecastro,27,0.11463414634146342
483,colegiosete,37,0.11452148426938343
823,objetivolorena,34,0.11262241566920565
819,objetivolorena,26,0.10845213849287169
14,acessoboqueirao,28,0.1076923076923077
1158,souhabilis,32,0.10367170626349892
539,crb,31,0.10358924487186413
670,faculdadeflamingo,31,0.10282776349614396
662,escolamaster,31,0.0989010989010989
1014,porto,28,0.09558823529411764
1103,qescola,34,0.09535452322738386
695,institutocristao,25,0.09492419248516809
1041,profederal,26,0.09433962264150944
105,adrianochan,34,0.09406203840472674
696,institutocristao,26,0.09235294117647058
811,nucleocriativo,25,0.0918971458867191
90,acessosjpinhais,28,0.09137931034482759
171,casdvest,26,0.09118012422360249
1160,souhabilis,34,0.08923076923076922
104,adrianochan,33,0.08792261714650727
691,insa,33,0.08633093525179857
796,moaciralves,33,0.08542713567839195
719,invictus,28,0.0852510460251046
606,eacorcovado,33,0.08421052631578947
229,ciadosaber,30,0.07627118644067797
1106,qescola,37,0.07590759075907591
1217,universobarcarena,26,0.07529826667667142
510,conexaosaber,26,0.07407407407407407
42,acessocampolargokids,36,0.07192575406032482
797,moaciralves,34,0.07142857142857142
1061,progressaodc,35,0.06896551724137931
178,casdvest,36,0.06567164179104477
832,overabelcabral,27,0.06270903010033445
563,cursoisfera,25,0.06264411990776327
1206,universitariolondrina,28,0.06018518518518518
336,colegioecursodesafio,33,0.060109289617486336
107,adrianochan,36,0.06
400,colegioguilhermedealmeida,35,0.05898876404494382
1218,universobarcarena,27,0.058823529411764705
771,mariliamattoso,29,0.05783385909568875
1077,provaspoliedro,27,0.0563264765092331
1207,universitariolondrina,29,0.05313214449016918
698,institutocristao,34,0.05263157894736842
726,iracemarufino,31,0.05
185,cbpdigital,26,0.043689320388349516
175,casdvest,31,0.04328358208955224
678,francobrasileiro,30,0.041666666666666664
173,casdvest,29,0.04
172,casdvest,27,0.03880597014925373
547,crescercampinas,26,0.0375
672,faculdadeflamingo,33,0.03717472118959108
110,aescobjetivo,26,0.03541041041041041
781,master,26,0.034017232812632546
671,faculdadeflamingo,32,0.03367003367003367
122,amadeus,29,0.02895076525908169
1187,stellamarisjuveve,36,0.028846153846153848
818,objetivolorena,25,0.028058085158749694
496,colegiouniverso,26,0.02631578947368421
176,casdvest,32,0.025373134328358207
746,litteratus,33,0.024390243902439025
1201,testevictorhugo,35,0.023809523809523808
649,escolaceciliameireles,27,0.022641509433962263
174,casdvest,30,0.022388059701492536
177,casdvest,33,0.022388059701492536
686,gerabixo,36,0.021834061135371178
685,gerabixo,33,0.021834061135371178
1099,qescola,30,0.017735615590843475
474,colegiosete,25,0.01694915254237288
648,escolaceciliameireles,26,0.016222479721900347
677,francobrasileiro,28,0.015873015873015872
1096,qescola,27,0.011578947368421053
693,insa,36,0.011348756001745963
862,overmarciliofurtado,27,0.010752688172043012
1130,santoamerico,27,0.00942697068193993
1097,qescola,28,0.008709853021230268
1094,qescola,25,0.006024096385542169
1101,qescola,32,0.004311774461028192
163,camerinocursos,29,0.004206098843322818
169,casdinhosjc,37,0.003626473254759746
565,cursoisfera,27,0.0021008403361344537
569,cursoisfera,31,0.0009115770282588879
1095,qescola,26,0.0007394019060138022
1105,qescola,36,0.0004777260241251642
564,cursoisfera,26,0.00021110407430863416
798,monsenhorgoncalo,37,0.0
516,contemporaneo,33,0.0
793,meta,30,0.0
515,contemporaneo,31,0.0
556,cursinhoeach,25,0.0
533,cotemig,37,0.0
534,cparaiso,32,0.0
803,murilorocha,31,0.0
538,crb,29,0.0
558,cursobase,34,0.0
557,cursobase,25,0.0
535,cparaiso,34,0.0
157,brasilcursinhos,29,0.0
804,murilorocha,32,0.0
473,colegioser,34,0.0
448,colegionovopatio,25,0.0
467,colegioprogresso,28,0.0
468,colegioradar,33,0.0
469,colegioriobranco,27,0.0
470,colegiosantamaria,33,0.0
471,colegiosantamaria,34,0.0
472,colegioser,26,0.0
484,colegioshalomoficial,37,0.0
566,cursoisfera,28,0.0
829,osequim,34,0.0
828,oficinadoestudante,26,0.0
827,objetivoteresina,28,0.0
817,nucleopva,28,0.0
807,navegasas,27,0.0
806,murilorocha,37,0.0
805,murilorocha,35,0.0
753,magister,29,0.0
594,deltaeducacional,32,0.0
567,cursoisfera,29,0.0
568,cursoisfera,30,0.0
681,garra,30,0.0
680,galois,28,0.0
679,fundacaobradesco,29,0.0
676,forumcultural,37,0.0
675,faculdadeflamingo,36,0.0
669,faculdadeflamingo,30,0.0
668,estantemagica,27,0.0
667,esperanza,34,0.0
644,eluneonline,26,0.0
645,eluneonline,27,0.0
646,equipe,34,0.0
647,escola,34,0.0
659,escoladofuturo,36,0.0
658,escoladeimpacto,28,0.0
1238,vitae,28,0.0
682,garra,31,0.0
683,garra,36,0.0
684,garra,37,0.0
595,deltaeducacional,33,0.0
58,acessohauer,29,0.0
737,ismart,37,0.0
575,cursoisfera,37,0.0
579,cursoprogressao,32,0.0
590,cursosazambuja,37,0.0
591,dante,33,0.0
596,deltaeducacional,34,0.0
690,implantacao,37,0.0
597,deltaeducacional,35,0.0
598,deltaeducacional,36,0.0
599,deltaeducacional,37,0.0
618,educamais,33,0.0
629,eduqo,32,0.0
697,institutocristao,32,0.0
1162,souhabilis,36,0.0
883,overnascimentodecastro,25,0.0
444,colegionobre,34,0.0
1109,saea,33,0.0
197,cecbdf,34,0.0
227,charlesdarwin,27,0.0
998,poliedrotreinamento,34,0.0
997,poliedropv,34,0.0
996,poliedropv,32,0.0
995,poliedropv,31,0.0
994,poliedropv,30,0.0
1110,saea,35,0.0
1022,portoseguro,34,0.0
993,poliedropv,29,0.0
992,poliedropv,28,0.0
991,poliedropv,26,0.0
135,anchietaba,30,0.0
134,amaisteste,33,0.0
132,amais,34,0.0
131,amais,33,0.0
196,cecbdf,33,0.0
146,arena,37,0.0
989,poliedro,35,0.0
150,bertelsmann,28,0.0
152,bertelsmann,35,0.0
158,brasilcursinhos,30,0.0
151,bertelsmann,31,0.0
159,brasilcursinhos,34,0.0
160,brasilcursinhos,35,0.0
161,brasilcursinhos,37,0.0
162,calculo2,37,0.0
168,casdinhosjc,35,0.0
147,arlindocavalcanti,25,0.0
1043,profederal,29,0.0
186,cbpdigital,31,0.0
187,cbpdigital,32,0.0
149,beityaacov,33,0.0
148,beityaacov,32,0.0
1027,primeirodemaio,32,0.0
1026,primeirodemaio,31,0.0
990,poliedropv,25,0.0
988,poliedro,33,0.0
443,colegionobre,30,0.0
1150,simbios,34,0.0
1143,sas,32,0.0
1144,sas,33,0.0
327,colegiodompedrosegundo,28,0.0
333,colegioeag,36,0.0
938,physicsbatistacampos,36,0.0
912,pesenglish,35,0.0
1149,simbios,33,0.0
911,pesenglish,34,0.0
1141,sas,30,0.0
1152,sobral,29,0.0
909,pauloviana,31,0.0
153,bertelsmann,37,0.0
437,colegiomodelo,29,0.0
438,colegiomodelo,30,0.0
439,colegiomodelo,32,0.0
440,colegiomodelo,35,0.0
1142,sas,31,0.0
316,colegiocognos,33,0.0
987,poliedro,32,0.0
967,physicsumarizal,37,0.0
121,alfacembilingue,25,0.0
986,poliedro,29,0.0
985,poliedro,27,0.0
984,poliedro,25,0.0
234,ciadosaber,36,0.0
236,cmdpii,33,0.0
237,cmdpii,34,0.0
249,cognitivo,32,0.0
296,colegiobrasilia,27,0.0
255,colegioanchietai,33,0.0
256,colegioanchietai,34,0.0
257,colegioanchietaii,33,0.0
258,colegioanchietaii,34,0.0
259,colegioarena,25,0.0
283,colegiobianguloiv,33,0.0
284,colegiobianguloiv,34,0.0
1239,wilsondeandradebarreto,35,0.0
