,namespace,grade,Porcentagem de visualização de relatórios de AA
1202,physicsalcindocacela,em 3a serie,0.38235294117647056
1203,physicsalcindocacela,outro,0.206993006993007
1204,physicsalmirantebarroso,ef 2o ano,0.45161290322580644
1205,physicsalmirantebarroso,ef 3o ano,0.30113636363636365
1206,physicsalmirantebarroso,ef 4o ano,0.2916666666666667
1207,physicsalmirantebarroso,ef 5o ano,0.37267080745341613
1208,physicsalmirantebarroso,ef 6o ano,0.5465465465465466
1209,physicsalmirantebarroso,ef 7o ano,0.5679347826086957
1210,physicsalmirantebarroso,ef 8o ano,0.49537037037037035
1211,physicsalmirantebarroso,ef 9o ano,0.6866666666666666
1212,physicsalmirantebarroso,em 1a serie,0.20603674540682415
1213,physicsalmirantebarroso,em 2a serie,0.13734567901234568
1214,physicsalmirantebarroso,em 3a serie,0.14746772591857002
1215,physicsaugustomontenegro,ef 2o ano,0.3492063492063492
1216,physicsaugustomontenegro,ef 3o ano,0.24456521739130435
1217,physicsaugustomontenegro,ef 4o ano,0.3511111111111111
1218,physicsaugustomontenegro,ef 5o ano,0.44396551724137934
1219,physicsaugustomontenegro,ef 6o ano,0.5604838709677419
1220,physicsaugustomontenegro,ef 7o ano,0.5448028673835126
1221,physicsaugustomontenegro,ef 8o ano,0.44744744744744747
1222,physicsaugustomontenegro,ef 9o ano,0.45714285714285713
1223,physicsaugustomontenegro,em 1a serie,0.19633507853403143
1224,physicsaugustomontenegro,em 2a serie,0.12
1225,physicsaugustomontenegro,em 3a serie,0.11162432640492687
1226,physicsaugustomontenegro,outro,0.17973856209150327
1227,physicsbatistacampos,ef 2o ano,0.32142857142857145
1228,physicsbatistacampos,ef 3o ano,0.43
1229,physicsbatistacampos,ef 4o ano,0.27586206896551724
1230,physicsbatistacampos,ef 5o ano,0.3366013071895425
1231,physicsbatistacampos,ef 6o ano,0.625
1232,physicsbatistacampos,ef 7o ano,0.6112026359143328
1233,physicsbatistacampos,ef 8o ano,0.5777262180974478
1234,physicsbatistacampos,ef 9o ano,0.5335968379446641
1235,physicsbatistacampos,em 1a serie,0.0
1236,physicsbatistacampos,em 2a serie,0.0
1237,physicscidadenova,ef 2o ano,0.31
1238,physicscidadenova,ef 3o ano,0.24431818181818182
1239,physicscidadenova,ef 4o ano,0.16374269005847952
1240,physicscidadenova,ef 5o ano,0.24890829694323144
1241,physicscidadenova,ef 6o ano,0.5923344947735192
1242,physicscidadenova,ef 7o ano,0.6026785714285714
1243,physicscidadenova,ef 8o ano,0.49169435215946844
1244,physicscidadenova,ef 9o ano,0.45663265306122447
1245,physicscidadenova,em 1a serie,0.17784163473818645
1246,physicscidadenova,em 2a serie,0.18253968253968253
1247,physicscidadenova,em 3a serie,0.153125
1248,physicscidadenova,outro,0.13149847094801223
1249,physicsconselheirofurtado,em 1a serie,0.15561335067186824
1250,physicsconselheirofurtado,em 2a serie,0.1411001024940212
1251,physicsconselheirofurtado,em 3a serie,0.17873417721518986
1252,physicsconselheirofurtado,outro,0.0
1253,physicsmacapa,ef 6o ano,0.0
1254,physicsmacapa,ef 7o ano,0.3986013986013986
1255,physicsmacapa,ef 8o ano,0.3388888888888889
1256,physicsmacapa,ef 9o ano,0.36666666666666664
1257,physicsmacapa,em 1a serie,0.4437869822485207
1258,physicsmacapa,em 2a serie,0.1111111111111111
1259,physicsmacapa,em 3a serie,0.10877192982456141
1260,physicsmacapa,outro,0.14655172413793102
1261,physicsumarizal,ef 2o ano,0.3188405797101449
1262,physicsumarizal,ef 3o ano,0.23846153846153847
1263,physicsumarizal,ef 4o ano,0.2757201646090535
1264,physicsumarizal,ef 5o ano,0.2785714285714286
1265,physicsumarizal,ef 6o ano,0.5120967741935484
1266,physicsumarizal,ef 7o ano,0.47619047619047616
1267,physicsumarizal,ef 8o ano,0.46923076923076923
1268,physicsumarizal,ef 9o ano,0.5982142857142857
1269,physicsumarizal,em 1a serie,0.1623263888888889
1270,physicsumarizal,em 2a serie,0.1654320987654321
1271,physicsumarizal,em 3a serie,0.11938296445338699
1272,pioxi,ef 1o ano,0.03278688524590164
1273,pioxi,ef 2o ano,0.4393939393939394
1274,pioxi,ef 3o ano,0.2577092511013216
1275,pioxi,ef 4o ano,0.5757009345794393
1276,pioxi,ef 5o ano,0.5529411764705883
1277,pioxi,ef 6o ano,0.7599067599067599
1278,pioxi,ef 7o ano,0.9122609673790776
1279,pioxi,ef 8o ano,0.852994555353902
1280,pioxi,ef 9o ano,0.45730337078651684
1281,pioxi,em 1a serie,0.6712962962962963
1282,pioxi,em 2a serie,0.5740740740740741
1283,pioxi,em 3a serie,0.6174496644295302
1284,pioxi,outro,0.0
1285,pioxii,ef 3o ano,0.0
1286,pioxii,ef 7o ano,0.0
1287,pioxii,ef 9o ano,0.0
1288,pioxii,em 1a serie,0.0
1289,pioxii,em 2a serie,0.0
1290,pioxii,em 3a serie,0.0
1291,pioxii,outro,0.0
1292,pioxiicolegio,ef 6o ano,0.5157894736842106
1293,pioxiicolegio,ef 7o ano,0.6074766355140186
1294,pioxiicolegio,ef 8o ano,0.7864077669902912
1295,pioxiicolegio,ef 9o ano,0.5722280517663518
1296,pioxiicolegio,em 1a serie,0.7533653846153846
1297,pioxiicolegio,em 2a serie,0.6213292117465224
1298,pioxiicolegio,em 3a serie,0.6369087275149901
1299,pioxiicolegio,outro,0.0
1300,plannetaosasco,ef 2o ano,0.0
1301,plannetaosasco,ef 3o ano,0.0
1302,plannetataboao,ef 1o ano,0.025796178343949046
1303,plannetataboao,ef 2o ano,0.028822815533980584
1304,plannetataboao,ef 3o ano,0.02883435582822086
1305,plannetataboao,ef 4o ano,0.041282995702885204
1306,plannetataboao,ef 5o ano,0.05441664154356346
1307,playpen,em 1a serie,0.0
1308,plenuspetrolina,em 1a serie,0.0
1309,plenusprevest,em 1a serie,0.0
1310,poliedro,em 1a serie,0.0
1311,poliedro,outro,0.0
1312,poliedropv,outro,0.0
1313,portalsas,ef 1o ano,0.0
1314,portinari,ef 2o ano,0.0
1315,portinari,ef 3o ano,0.8888888888888888
1316,portinari,ef 4o ano,0.9272727272727272
1317,portinari,ef 5o ano,0.9417989417989417
1318,portinari,ef 6o ano,0.9244755244755245
1319,portinari,ef 7o ano,0.7970802919708029
1320,portinari,ef 8o ano,0.8491306786315199
1321,portinari,ef 9o ano,0.8560962846677133
1322,portinari,em 1a serie,0.6614655893006408
1323,portinari,em 2a serie,0.5704663212435234
1324,portinari,em 3a serie,0.6198257080610022
1325,porto,ef 1o ano,0.0
1326,porto,ef 6o ano,0.09437963944856839
1327,porto,ef 7o ano,0.16058394160583941
1328,porto,ef 8o ano,0.28624078624078625
1329,porto,ef 9o ano,0.4358974358974359
1330,porto,em 1a serie,0.5978391356542617
1331,porto,em 2a serie,0.3639417693169093
1332,porto,em 3a serie,0.5184079601990049
1333,portoseguro,ef 1o ano,0.0
1334,portoseguro,ef 4o ano,0.09429190751445087
1335,portoseguro,em 1a serie,0.0
1336,positivo,ef 1o ano,0.0
1337,positivo,ef 3o ano,0.0
1338,positivo,ef 5o ano,0.0
1339,positivo,ef 6o ano,0.0
1340,positivoon,em 3a serie,0.0
1341,preparatec,ef 3o ano,0.0
1342,preparatec,ef 7o ano,0.0
1343,preparatec,ef 9o ano,0.0
1344,preparatec,em 1a serie,0.0
1345,preparatec,em 2a serie,0.0
1346,preparatec,em 3a serie,0.0
1347,preparatec,outro,0.0
1348,preparavest,ef 3o ano,0.0
1349,preparavest,ef 7o ano,0.0
1350,preparavest,ef 9o ano,0.0
1351,preparavest,em 1a serie,0.0
1352,preparavest,em 2a serie,0.0
1353,preparavest,em 3a serie,0.0
1354,preparavest,outro,0.0
1355,prevest,outro,0.3225806451612903
1356,prisma,ef 3o ano,0.0
1357,prisma,ef 7o ano,0.0
1358,prisma,ef 9o ano,0.0
1359,prisma,em 1a serie,0.0
1360,prisma,em 2a serie,0.0
1361,prisma,em 3a serie,0.0
1362,prisma,outro,0.0
1363,prismapatrocinio,ef 2o ano,0.35867117117117114
1364,prismapatrocinio,ef 4o ano,0.3764705882352941
1365,prismapatrocinio,ef 5o ano,0.45105820105820105
1366,prismapatrocinio,ef 6o ano,0.5149572649572649
1367,prismapatrocinio,ef 7o ano,0.6094452773613194
1368,prismapatrocinio,ef 8o ano,0.5103648424543947
1369,prismapatrocinio,ef 9o ano,0.41459502806736165
1370,prismapatrocinio,em 1a serie,0.3821196827685652
1371,prismapatrocinio,em 2a serie,0.39228723404255317
1372,prismapatrocinio,em 3a serie,0.17883085437564855
1373,prismapatrocinio,outro,0.3577586206896552
1374,profederal,ef 6o ano,0.0
1375,profederal,outro,0.1683190129984578
1376,progressaodc,ef 6o ano,0.0
1377,progressaodc,em 1a serie,0.5932699341623994
1378,progressaodc,em 2a serie,0.6153846153846154
1379,progressaodc,em 3a serie,0.5512048192771084
1380,progressaoeducacao,ef 6o ano,0.0
1381,progressaoig,ef 6o ano,0.9372549019607843
1382,progressaoig,ef 7o ano,0.906441717791411
1383,progressaoig,ef 9o ano,1.0
1384,progressaoig,em 1a serie,0.8139931740614335
1385,progressaoig,em 2a serie,1.0
1386,progressaoig,em 3a serie,0.6577380952380952
1387,progressaoig,outro,1.0
1388,projetodeventoempopa,ef 3o ano,0.0
1389,projetodeventoempopa,ef 7o ano,0.0
1390,projetodeventoempopa,ef 9o ano,0.0
1391,projetodeventoempopa,em 1a serie,0.0
1392,projetodeventoempopa,em 2a serie,0.0
1393,projetodeventoempopa,em 3a serie,0.0
1394,projetodeventoempopa,outro,0.0
1395,projetogauss,ef 3o ano,0.0
1396,projetogauss,ef 7o ano,0.0
1397,projetogauss,ef 9o ano,0.0
1398,projetogauss,em 1a serie,0.0
1399,projetogauss,em 2a serie,0.0
1400,projetogauss,em 3a serie,0.0
1401,projetogauss,outro,0.0
1402,projetovida,em 1a serie,0.0
1403,provaspoliedro,ef 1o ano,0.0
1404,provaspoliedro,ef 6o ano,0.3286384976525822
1405,provaspoliedro,ef 7o ano,0.48326359832635984
1406,provaspoliedro,ef 8o ano,0.40272614622057
1407,provaspoliedro,ef 9o ano,0.2555018786902845
1408,provaspoliedro,em 1a serie,0.05330415136966959
1409,provaspoliedro,em 2a serie,0.05999400659274798
1410,provaspoliedro,em 3a serie,0.01789647577092511
1411,provaspoliedro,outro,0.05762338020402537
1412,psantagema,ef 6o ano,0.7307692307692307
1413,psantagema,ef 7o ano,0.6428571428571429
1414,psantagema,ef 8o ano,0.3780487804878049
1415,psantagema,ef 9o ano,1.0
1416,psantagema,em 1a serie,0.6923076923076923
1417,psantagema,em 2a serie,0.7777777777777778
1418,psantagema,em 3a serie,0.7523809523809524
1419,psantagema,outro,1.0
1420,qescola,ef 1o ano,0.5
1421,qescola,ef 2o ano,0.0
1422,qescola,ef 3o ano,0.0
1423,qescola,ef 5o ano,0.0
1424,qescola,ef 6o ano,0.0
1425,qescola,ef 7o ano,0.0
1426,qescola,ef 9o ano,0.0
1427,qescola,em 1a serie,0.0016534391534391533
1428,qescola,em 2a serie,0.03125
1429,qescola,em 3a serie,0.054187192118226604
1430,qescola,outro,0.09523809523809523
1431,qi,em 3a serie,0.0
1432,rede,ef 9o ano,0.0
1433,redeapogeu,em 1a serie,0.0
1434,redefilhasdejesus,em 1a serie,0.0
1435,redeinspira,ef 1o ano,0.0
1436,redeinspira,em 3a serie,0.0
1437,redeinspira,outro,0.0
1438,redeisaacnewton,ef 3o ano,0.0
1439,redeisaacnewton,ef 7o ano,0.0
1440,redeisaacnewton,ef 9o ano,0.0
1441,redeisaacnewton,em 1a serie,0.0
1442,redeisaacnewton,em 2a serie,0.0
1443,redeisaacnewton,em 3a serie,0.0
1444,redeisaacnewton,outro,0.0
1445,reges,em 1a serie,0.0
1446,relacionamento,ef 6o ano,0.0
1447,relacionamento,em 1a serie,0.0
1448,riobrancocampinas,em 1a serie,0.0
1449,saberviver,ef 4o ano,0.0
1450,saberviver,ef 5o ano,0.19791666666666666
1451,saea,em 1a serie,0.0
1452,saedigital,ef 6o ano,0.0
1453,sagradafamilia,em 1a serie,0.2413793103448276
1454,sagradafamilia,em 2a serie,0.2708333333333333
1455,sagradafamilia,em 3a serie,0.29411764705882354
1456,salesianorecife,em 1a serie,0.0
1457,santacruz,em 1a serie,0.0
1458,santadoroteia,em 1a serie,0.07407407407407407
1459,santadoroteia,em 2a serie,0.14285714285714285
1460,santadoroteia,em 3a serie,0.0
1461,santamarcelina,em 1a serie,0.0
1462,santamaria,em 1a serie,0.0
1463,santamariacn,em 2a serie,0.5811965811965812
1464,santamariacn,em 3a serie,0.4440894568690096
1465,santoagostinho,em 1a serie,0.0
1466,santoagostinholeblon,em 1a serie,0.0
1467,santoagostinhomg,ef 1o ano,0.0
1468,santoagostinhomg,em 1a serie,0.0
1469,santoamerico,ef 1o ano,0.0
1470,santoamerico,ef 6o ano,0.7068062827225131
1471,santoamerico,ef 7o ano,0.5574712643678161
1472,santoamerico,ef 8o ano,0.45601851851851855
1473,santoamerico,ef 9o ano,0.31684981684981683
1474,santoamerico,em 1a serie,0.16320807627593942
1475,santoamerico,em 2a serie,0.09836674090571641
1476,santoamerico,em 3a serie,0.13384504677380668
1477,santoamerico,outro,0.09536784741144415
1478,santoamericoteste,em 1a serie,0.0
1479,santoantonio,ef 1o ano,0.0
1480,santoantonio,em 1a serie,0.0
1481,santoantonio,em 3a serie,0.0
1482,saobento,em 1a serie,0.0
1483,saojosecaxiasdosul,em 1a serie,0.0
1484,saoluiz,ef 1o ano,0.0
1485,saoluiz,em 1a serie,0.0
1486,sas,em 1a serie,0.0
1487,sasadapt,ef 1o ano,0.5
1488,sasadapt,em 1a serie,0.0
1489,sasadaptem,ef 1o ano,0.0
1490,sasadaptem,em 1a serie,0.0
1491,sasadaptfund,em 1a serie,0.0
1492,sasadaptrelatorios,em 1a serie,0.0
1493,saseducacao,em 1a serie,0.0
1494,seletivoeducallis,ef 5o ano,0.0
1495,seletivoeducallis,ef 7o ano,0.0
1496,seletivoeducallis,ef 8o ano,0.0
1497,seletivoeducallis,em 1a serie,0.0
1498,seletivoeducallis,em 2a serie,0.14285714285714285
1499,serios,em 1a serie,0.0
1500,simbios,outro,0.003952569169960474
1501,simuladoita,outro,0.01673469387755102
1502,sistemaprima,ef 3o ano,0.0
1503,sistemaprima,ef 7o ano,0.0
1504,sistemaprima,ef 9o ano,0.0
1505,sistemaprima,em 1a serie,0.0
1506,sistemaprima,em 2a serie,0.0
1507,sistemaprima,em 3a serie,0.0
1508,sistemaprima,outro,0.0
1509,sme,ef 6o ano,0.0
1510,sobral,outro,0.0
1511,solarcursinho,ef 4o ano,0.0
1512,souhabilis,ef 6o ano,0.0
1513,souhabilis,em 3a serie,0.059393939393939395
1514,souhabilis,outro,0.13378058405682716
1515,spdacruz,ef 3o ano,0.0
1516,spdacruz,ef 6o ano,0.9438085327783559
1517,spdacruz,ef 7o ano,0.9232673267326733
1518,spdacruz,ef 8o ano,0.9173553719008265
1519,spdacruz,ef 9o ano,0.7980835044490076
1520,spdacruz,em 1a serie,0.7587382779198636
1521,spdacruz,em 2a serie,0.5630689206762028
1522,spdacruz,em 3a serie,0.610831234256927
1523,spdacruz,outro,0.0
1524,stellamarisaguaverde,ef 2o ano,0.1856060606060606
1525,stellamarisaguaverde,ef 3o ano,0.375
1526,stellamarisaguaverde,ef 4o ano,0.45
1527,stellamarisaguaverde,ef 5o ano,0.36923076923076925
1528,stellamarisaguaverde,ef 6o ano,0.5295950155763239
1529,stellamarisaguaverde,ef 7o ano,0.6063348416289592
1530,stellamarisjuveve,ef 2o ano,0.1152542372881356
1531,stellamarisjuveve,ef 3o ano,0.21373200442967885
1532,stellamarisjuveve,ef 4o ano,0.45195729537366547
1533,stellamarisjuveve,ef 5o ano,0.4594871794871795
1534,stellamarisjuveve,ef 6o ano,0.5059422750424448
1535,stellamarisjuveve,ef 7o ano,0.5124905374716124
1536,stellamarisjuveve,ef 8o ano,0.4452861952861953
1537,stellamarisjuveve,ef 9o ano,0.3871829105473965
1538,stellamarisjuveve,em 1a serie,0.18345407805562047
1539,stellamarisjuveve,em 2a serie,0.2407960199004975
1540,stellamarisjuveve,em 3a serie,0.7246376811594203
1541,stellamarisjuveve,outro,0.6410256410256411
1542,stellamarisxaxim,ef 2o ano,0.18157181571815717
1543,stellamarisxaxim,ef 3o ano,0.10897435897435898
1544,stellamarisxaxim,ef 4o ano,0.3472803347280335
1545,stellamarisxaxim,ef 5o ano,0.4288224956063269
1546,stellamarisxaxim,ef 6o ano,0.3923566878980892
1547,stellamarisxaxim,ef 7o ano,0.4097222222222222
1548,stellamarisxaxim,ef 8o ano,0.33613445378151263
1549,stellamarisxaxim,ef 9o ano,0.34595959595959597
1550,stellamarisxaxim,em 1a serie,0.30351681957186544
1551,stellamarisxaxim,em 2a serie,0.24342105263157895
1552,stellamarisxaxim,em 3a serie,0.5384615384615384
1553,studos,em 1a serie,0.3333333333333333
1554,testevictorhugo,ef 7o ano,0.5
1555,testevictorhugo,em 1a serie,0.0
1556,tomasdeaquino,em 1a serie,0.0
1557,topguncolombo,em 3a serie,0.0
1558,uirapuru,ef 6o ano,0.0
1559,universitariolondrina,ef 2o ano,0.03773584905660377
1560,universitariolondrina,ef 3o ano,0.19607843137254902
1561,universitariolondrina,ef 4o ano,0.7161458333333334
1562,universitariolondrina,ef 5o ano,0.7750410509031199
1563,universitariolondrina,ef 6o ano,0.5591064225876513
1564,universitariolondrina,ef 7o ano,0.6380606060606061
1565,universitariolondrina,ef 8o ano,0.6793142214727375
1566,universitariolondrina,ef 9o ano,0.4396805380411938
1567,universitariolondrina,em 1a serie,0.2806335093081411
1568,universitariolondrina,em 2a serie,0.21926531989372022
1569,universitariolondrina,em 3a serie,0.10227201405887153
1570,universitariolondrina,outro,0.14958176152206004
1571,universobarcarena,ef 1o ano,0.03968253968253968
1572,universobarcarena,ef 2o ano,0.049019607843137254
1573,universobarcarena,ef 3o ano,0.037037037037037035
1574,universobarcarena,ef 4o ano,0.08
1575,universobarcarena,ef 5o ano,0.09752321981424149
1576,universobarcarena,ef 6o ano,0.4092920353982301
1577,universobarcarena,ef 7o ano,0.3484848484848485
1578,universobarcarena,ef 8o ano,0.24031007751937986
1579,universobarcarena,ef 9o ano,0.2905027932960894
1580,universobarcarena,em 1a serie,0.24052718286655683
1581,universobarcarena,em 2a serie,0.23978365384615385
1582,universobarcarena,em 3a serie,0.2386949055523755
1583,universos,ef 9o ano,0.0
1584,veracruz,em 1a serie,0.0
1585,vertice,em 1a serie,0.0
1586,villalobos,ef 3o ano,0.0
1587,villalobos,ef 4o ano,0.6456692913385826
1588,villalobos,ef 5o ano,0.5681818181818182
1589,villalobos,ef 6o ano,0.4993939393939394
1590,villalobos,ef 7o ano,0.6798941798941799
1591,villalobos,ef 8o ano,0.5883534136546185
1592,villalobos,ef 9o ano,0.5276073619631901
1593,villalobos,em 1a serie,0.5633039945836155
1594,villalobos,em 2a serie,0.5471817606079797
1595,villalobos,em 3a serie,0.48060344827586204
1596,villalobos,outro,0.2818181818181818
1597,visaorecife,em 1a serie,0.0
1598,vitae,ef 2o ano,0.0
1599,vitalbrazil,em 1a serie,0.0
1600,wilsondeandradebarreto,em 1a serie,0.0
