,namespace,grade,Porcentagem de engajamento em AAs
982,prismapatrocinio,em 3a serie,0.5750530935862948
706,mariliamattoso,em 2a serie,0.5737451737451738
805,overmossoro,ef 8o ano,0.5724137931034483
1134,villalobos,em 2a serie,0.5668632075471698
898,physicsmacapa,ef 8o ano,0.566624895572264
661,invictus,em 3a serie,0.564021164021164
439,colegiopremium,ef 7o ano,0.5634398496240601
557,dommga,em 3a serie,0.5628277335404933
58,acessosantafelicidade,ef 6o ano,0.5618055555555556
397,colegiojoaopaulo,em 2a serie,0.5609102749993856
704,mariliamattoso,ef 9o ano,0.5606855830736428
830,overzonanorte,ef 5o ano,0.5598802395209581
1031,sagradafamilia,em 2a serie,0.5595744680851064
360,colegioguilhermedealmeida,ef 7o ano,0.5582481751824817
681,macvest,outro,0.5581395348837209
35,acessofazendariogrande,ef 6o ano,0.5575396825396826
600,escolaceciliameireles,ef 3o ano,0.5555555555555556
591,elitecuritibaemilianoperneta,em 1a serie,0.5541520467836257
20,acessocampolargo,ef 7o ano,0.5540880503144654
891,physicscidadenova,em 3a serie,0.5534792398945518
210,colegioalphaunis,em 3a serie,0.5533235938641344
1087,stellamarisxaxim,ef 3o ano,0.5512820512820513
130,casdinhosjc,ef 9o ano,0.5508217819127543
502,conexaosaber,ef 8o ano,0.5507433742727861
5,acessoalmirantetamandare,ef 7o ano,0.5496323529411765
488,colegioup,em 1a serie,0.547006690416196
817,overpontanegra,ef 5o ano,0.5456521739130434
195,cnslpb,ef 6o ano,0.5441518202943455
546,cursoisfera,outro,0.5439729397293973
530,crb,em 1a serie,0.543902089013715
775,overabelcabral,em 1a serie,0.543556711845915
705,mariliamattoso,em 1a serie,0.5416438444437285
868,physicsaugustomontenegro,em 1a serie,0.5410961670503656
1111,universitariolondrina,em 2a serie,0.540144149457488
896,physicsconselheirofurtado,em 3a serie,0.5391912830509322
301,colegioecursodesafio,em 1a serie,0.537847970008774
607,escolamaster,em 2a serie,0.5365976779404341
975,prismapatrocinio,ef 5o ano,0.5362318840579711
676,lasalleaguasclaras,em 1a serie,0.5353827875547635
776,overabelcabral,em 2a serie,0.534659238144597
901,physicsmacapa,em 2a serie,0.5330515147747523
367,colegioiguatemy,ef 4o ano,0.532026908452764
606,escolamaster,em 1a serie,0.5305234101284637
7,acessoalmirantetamandare,ef 9o ano,0.5301339285714286
626,institutoauxiliadoradf,em 1a serie,0.5284687672747375
1086,stellamarisxaxim,ef 2o ano,0.5279299014238773
289,colegioeag,ef 5o ano,0.527027027027027
388,colegiointegral,outro,0.523045759447433
438,colegiopremium,ef 6o ano,0.5218579234972678
74,acessosjpinhais,ef 9o ano,0.5216411906677393
110,amaisteste,ef 9o ano,0.52
636,institutosaojose,em 2a serie,0.5188536953242836
368,colegioiguatemy,ef 5o ano,0.5161064425770309
677,lasalleaguasclaras,em 2a serie,0.5151852135899992
835,overzonanorte,em 1a serie,0.5141520149016401
90,aescobjetivo,ef 9o ano,0.513668430335097
441,colegiopremium,ef 9o ano,0.506136267456623
1129,villalobos,ef 6o ano,0.5036450739429286
678,lasalleaguasclaras,em 3a serie,0.5020446208431054
65,acessosantafelicidade,outro,0.5017301038062284
129,casdinhosjc,ef 8o ano,0.5008041395706594
627,institutoauxiliadoradf,em 2a serie,0.5004763038818766
637,institutosaojose,em 3a serie,0.5001886080724255
938,plannetaosasco,ef 2o ano,0.5
970,positivoon,em 3a serie,0.5
1018,qescola,ef 1o ano,0.5
730,montessori,em 3a serie,0.5
305,colegioecursoprogressao,ef 1o ano,0.5
997,progressaoig,outro,0.5
937,pioxiicolegio,outro,0.5
628,institutoauxiliadoradf,em 3a serie,0.49914571637783745
859,physicsalmirantebarroso,em 3a serie,0.499040463843861
459,colegiosete,ef 8o ano,0.4981481481481482
555,deltaeducacional,em 2a serie,0.4979166666666667
609,escprogressiva,em 1a serie,0.49502487562189057
89,aescobjetivo,ef 8o ano,0.4946957007258515
719,master,em 2a serie,0.4943070866141732
62,acessosantafelicidade,em 1a serie,0.49373190227662855
500,conexaosaber,ef 6o ano,0.49333333333333335
24,acessocampolargo,em 2a serie,0.49177866481122057
1056,simuladoita,outro,0.48948933374822806
806,overmossoro,ef 9o ano,0.4883116883116883
712,master,ef 4o ano,0.4877633837989699
460,colegiosete,ef 9o ano,0.4869499063670412
1088,stellamarisxaxim,ef 4o ano,0.48609381486093817
472,colegiouirapuru,em 1a serie,0.48546511627906974
1124,universobarcarena,em 2a serie,0.4835766423357664
21,acessocampolargo,ef 8o ano,0.4828464673913043
394,colegiojoaopaulo,ef 8o ano,0.481981981981982
291,colegioeag,ef 7o ano,0.48148148148148145
443,colegiopremium,em 2a serie,0.4813348416289593
462,colegiosete,em 2a serie,0.4767857142857143
1,acessoalmirantetamandare,ef 3o ano,0.47615979381443296
527,crb,ef 7o ano,0.4751764612578317
588,einsteinassis,em 1a serie,0.47368421052631576
61,acessosantafelicidade,ef 9o ano,0.4717129130306893
426,colegioplanck,ef 7o ano,0.47158017153656057
869,physicsaugustomontenegro,em 2a serie,0.4705691056910569
463,colegiosete,em 3a serie,0.4690972222222222
88,aescobjetivo,ef 7o ano,0.4672827172827173
458,colegiosete,ef 7o ano,0.4672364672364672
196,cnslpb,ef 7o ano,0.46534653465346537
473,colegiouirapuru,em 2a serie,0.46482213438735176
679,liessinbarra,ef 8o ano,0.4642857142857143
860,physicsaugustomontenegro,ef 2o ano,0.46296296296296297
457,colegiosete,ef 6o ano,0.46277239709443097
427,colegioplanck,ef 8o ano,0.46217264791464596
1073,stellamarisaguaverde,ef 7o ano,0.46153846153846156
713,master,ef 5o ano,0.4615344179567377
849,physicsalmirantebarroso,ef 2o ano,0.46
461,colegiosete,em 1a serie,0.4585144927536232
91,aescobjetivo,em 1a serie,0.4572906922357343
1005,provaspoliedro,em 2a serie,0.4567593025630216
115,apogeustoantonio2,ef 9o ano,0.45454545454545453
974,prismapatrocinio,ef 4o ano,0.45263157894736844
498,conexaosaber,ef 4o ano,0.44990892531876137
102,amadeus,ef 8o ano,0.4489668777904683
444,colegiopremium,em 3a serie,0.4467833491012299
63,acessosantafelicidade,em 2a serie,0.44658961727927243
863,physicsaugustomontenegro,ef 5o ano,0.44482758620689655
674,joaobelem,ef 6o ano,0.4444444444444444
718,master,em 1a serie,0.44326293196865146
1090,stellamarisxaxim,ef 6o ano,0.44179860671310955
1091,stellamarisxaxim,ef 7o ano,0.44166666666666665
700,mariliamattoso,ef 5o ano,0.4399250234301781
364,colegioguilhermedealmeida,em 2a serie,0.4396551724137931
852,physicsalmirantebarroso,ef 5o ano,0.4396135265700483
554,deltaeducacional,em 1a serie,0.4378600823045268
1072,stellamarisaguaverde,ef 6o ano,0.43759398496240604
1119,universobarcarena,ef 6o ano,0.4365152919369787
72,acessosjpinhais,ef 7o ano,0.43388593638454825
529,crb,ef 9o ano,0.4328502822478726
103,amadeus,ef 9o ano,0.4326257194074913
199,cnslpb,em 1a serie,0.43112244897959184
1042,santoamerico,ef 9o ano,0.4310706787963611
1092,stellamarisxaxim,ef 8o ano,0.4295282469423413
795,overmarciliofurtado,em 1a serie,0.4281630767453947
101,amadeus,ef 7o ano,0.4279835390946502
823,overpontanegra,em 2a serie,0.4278296493902439
861,physicsaugustomontenegro,ef 3o ano,0.4260869565217391
38,acessofazendariogrande,ef 9o ano,0.425639500297442
796,overmarciliofurtado,em 2a serie,0.42431489785749876
1128,villalobos,ef 5o ano,0.42207792207792205
1080,stellamarisjuveve,ef 8o ano,0.42168879809329246
100,amadeus,ef 6o ano,0.41990493166963755
819,overpontanegra,ef 7o ano,0.4195360550147707
971,prevest,outro,0.41935483870967744
836,overzonanorte,em 2a serie,0.4193287971398916
1079,stellamarisjuveve,ef 7o ano,0.41843802245044187
71,acessosjpinhais,ef 6o ano,0.41771802826611515
33,acessofazendariogrande,ef 4o ano,0.4167604049493813
820,overpontanegra,ef 8o ano,0.4153225806451613
440,colegiopremium,ef 8o ano,0.41324311261478974
362,colegioguilhermedealmeida,ef 9o ano,0.407557354925776
87,aescobjetivo,ef 6o ano,0.4074074074074074
1125,universobarcarena,em 3a serie,0.4072242823787941
395,colegiojoaopaulo,ef 9o ano,0.40565509518477044
528,crb,ef 8o ano,0.4055520565864057
1120,universobarcarena,ef 7o ano,0.4045138888888889
8,acessoalmirantetamandare,em 1a serie,0.404
905,physicsumarizal,ef 2o ano,0.4034090909090909
827,overzonanorte,ef 2o ano,0.4015151515151515
156,ceespacolivre,ef 9o ano,0.39893617021276595
73,acessosjpinhais,ef 8o ano,0.3983949344720954
197,cnslpb,ef 8o ano,0.39819004524886875
503,conexaosaber,ef 9o ano,0.39711664482306686
876,physicsbatistacampos,ef 5o ano,0.39572192513368987
180,ceprimeiromundo,ef 9o ano,0.39516483516483514
1093,stellamarisxaxim,ef 9o ano,0.3941299790356394
875,physicsbatistacampos,ef 4o ano,0.3931034482758621
9,acessoalmirantetamandare,em 2a serie,0.39190251572327045
53,acessopinhais,outro,0.38985005767012687
1081,stellamarisjuveve,ef 9o ano,0.389455660983092
1112,universitariolondrina,em 3a serie,0.38792060461160766
526,crb,ef 6o ano,0.38768624306808314
501,conexaosaber,ef 7o ano,0.38554987212276215
870,physicsaugustomontenegro,em 3a serie,0.38480338312829526
862,physicsaugustomontenegro,ef 4o ano,0.38461538461538464
1078,stellamarisjuveve,ef 6o ano,0.3831389475617596
915,physicsumarizal,em 3a serie,0.3813788933921494
1095,stellamarisxaxim,em 2a serie,0.38084795321637427
32,acessofazendariogrande,ef 3o ano,0.3804511278195489
711,master,ef 3o ano,0.38042536810701566
710,master,ef 2o ano,0.37990543735224586
369,colegioiguatemy,ef 6o ano,0.3792325056433409
512,contemporaneocidadeverde,em 2a serie,0.37846768929503916
1071,stellamarisaguaverde,ef 5o ano,0.37704081632653064
902,physicsmacapa,em 3a serie,0.37652582159624415
371,colegioiguatemy,ef 8o ano,0.37491321453367277
757,objetivolorena,ef 9o ano,0.3735827664399093
50,acessopinhais,em 1a serie,0.3725231175693527
178,ceprimeiromundo,ef 7o ano,0.3710573392335938
39,acessofazendariogrande,em 1a serie,0.37078789664996564
1127,villalobos,ef 4o ano,0.3700787401574803
551,cursosazambuja,outro,0.36930370494131404
1070,stellamarisaguaverde,ef 4o ano,0.3678571428571429
15,acessoboqueirao,em 1a serie,0.36683317736684634
40,acessofazendariogrande,em 2a serie,0.3660422451059642
517,contemporaneolagoanova,ef 9o ano,0.3660345554150864
469,colegiouirapuru,ef 7o ano,0.36496350364963503
179,ceprimeiromundo,ef 8o ano,0.36446903056134944
1122,universobarcarena,ef 9o ano,0.3643230679837304
145,ceabb,ef 5o ano,0.36363636363636365
186,ciadosaber,ef 2o ano,0.36363636363636365
359,colegioguilhermedealmeida,ef 6o ano,0.36153846153846153
781,overjoaopessoa,em 2a serie,0.36150585888805786
16,acessoboqueirao,em 2a serie,0.36071714743589745
51,acessopinhais,em 2a serie,0.35998240985048374
756,objetivolorena,ef 8o ano,0.35907634515523146
93,aescobjetivo,em 3a serie,0.35874081176094597
608,escolamaster,em 3a serie,0.35853976531942633
76,acessosjpinhais,em 2a serie,0.3582553567618641
303,colegioecursodesafio,em 3a serie,0.35686925434116445
807,overmossoro,em 1a serie,0.3561801118210863
755,objetivolorena,ef 7o ano,0.35184494968319047
398,colegiojoaopaulo,em 3a serie,0.35167464114832536
511,contemporaneocidadeverde,em 1a serie,0.34983623078861176
519,contemporaneolagoanova,em 2a serie,0.349146110056926
1083,stellamarisjuveve,em 2a serie,0.3488381918039713
18,acessoboqueirao,outro,0.34792654748875107
906,physicsumarizal,ef 3o ano,0.3475609756097561
1123,universobarcarena,em 1a serie,0.3470471134704711
761,objetivolorena,outro,0.3468013468013468
594,elitecuritibaemilianoperneta,outro,0.3467032967032967
1094,stellamarisxaxim,em 1a serie,0.34545454545454546
393,colegiojoaopaulo,ef 7o ano,0.3437546303156023
75,acessosjpinhais,em 1a serie,0.3424029276175087
96,amadeus,ef 2o ano,0.34118357487922707
68,acessosjpinhais,ef 3o ano,0.34041072050121823
518,contemporaneolagoanova,em 1a serie,0.34024767801857586
372,colegioiguatemy,ef 9o ano,0.3364102564102564
884,physicscidadenova,ef 5o ano,0.3344947735191638
109,amaisteste,ef 6o ano,0.3333333333333333
1097,studos,em 1a serie,0.3333333333333333
1100,testevictorhugo,em 1a serie,0.3333333333333333
723,meta,outro,0.3333333333333333
1126,universos,ef 9o ano,0.3333333333333333
144,ceabb,ef 4o ano,0.3333333333333333
1121,universobarcarena,ef 8o ano,0.33040614709110866
780,overjoaopessoa,em 1a serie,0.3285036434502627
23,acessocampolargo,em 1a serie,0.3279787234042553
153,ceespacolivre,ef 6o ano,0.32768006700167507
70,acessosjpinhais,ef 5o ano,0.3273878020713464
754,objetivolorena,ef 6o ano,0.3267515923566879
590,einsteinassis,em 3a serie,0.325
399,colegioliceu,em 1a serie,0.32487562189054725
200,cnslpb,em 2a serie,0.324501573976915
116,apogeustoantonio2,outro,0.3229662961002294
1076,stellamarisjuveve,ef 4o ano,0.319617927994122
98,amadeus,ef 4o ano,0.3187878787878788
97,amadeus,ef 3o ano,0.31851851851851853
850,physicsalmirantebarroso,ef 3o ano,0.3181818181818182
822,overpontanegra,em 1a serie,0.31742459667991585
392,colegiojoaopaulo,ef 6o ano,0.3168276972624799
361,colegioguilhermedealmeida,ef 8o ano,0.3166468017481128
190,ciadosaber,ef 6o ano,0.3143053645116919
873,physicsbatistacampos,ef 2o ano,0.3142857142857143
437,colegiopremium,ef 5o ano,0.31363636363636366
753,objetivolorena,ef 5o ano,0.3134563456345635
189,ciadosaber,ef 5o ano,0.3125
1004,provaspoliedro,em 1a serie,0.3124835368241199
1085,stellamarisjuveve,outro,0.30889894419306185
69,acessosjpinhais,ef 4o ano,0.3086060062752129
1082,stellamarisjuveve,em 1a serie,0.30580673619206655
220,colegioarena,em 3a serie,0.3038223283499446
198,cnslpb,ef 9o ano,0.3007583591864874
847,physicsalcindocacela,outro,0.29643492799741117
881,physicscidadenova,ef 2o ano,0.296
92,aescobjetivo,em 2a serie,0.2942816911710921
1136,villalobos,outro,0.29357798165137616
191,ciadosaber,ef 7o ano,0.29312762973352036
567,eccos,ef 3o ano,0.29273504273504275
510,contemporaneocidadeverde,ef 9o ano,0.2881143036583451
474,colegiouirapuru,em 3a serie,0.2840796019900497
155,ceespacolivre,ef 8o ano,0.2814451382694023
390,colegiojoaopaulo,ef 4o ano,0.2798374809547994
497,conexaosaber,ef 3o ano,0.27851014856664574
1077,stellamarisjuveve,ef 5o ano,0.2763954997836434
181,ceprimeiromundo,em 1a serie,0.2754068385445237
622,implantacao,outro,0.2727272727272727
689,maplebearslz,ef 3o ano,0.2710997442455243
99,amadeus,ef 5o ano,0.27106227106227104
589,einsteinassis,em 2a serie,0.26666666666666666
495,conexaosaber,ef 1o ano,0.2627845107892403
78,acessosjpinhais,outro,0.26216533124877855
532,crb,em 3a serie,0.2608679273713554
752,objetivolorena,ef 4o ano,0.25925925925925924
177,ceprimeiromundo,ef 6o ano,0.2582412647085242
401,colegioliceu,em 3a serie,0.25614816314138245
783,overjoaopessoa,outro,0.2559880239520958
1006,provaspoliedro,em 3a serie,0.25033404697915246
1048,santoantonio,em 3a serie,0.25
983,prismapatrocinio,outro,0.24924909891870245
917,pioxi,ef 1o ano,0.2459016393442623
962,porto,ef 7o ano,0.2454036770583533
698,maplebearslz,outro,0.24444444444444444
586,einsteinassis,ef 8o ano,0.23809523809523808
1117,universobarcarena,ef 4o ano,0.23692307692307693
80,adrianochan,outro,0.2359976810550074
374,colegioiguatemy,em 2a serie,0.2358036573628489
482,colegiouniverso,em 3a serie,0.23574561403508773
829,overzonanorte,ef 4o ano,0.23529411764705882
201,cnslpb,em 3a serie,0.23365913255956017
481,colegiouniverso,em 2a serie,0.23241461533066834
188,ciadosaber,ef 4o ano,0.2315202231520223
182,ceprimeiromundo,em 2a serie,0.23058382431708624
558,domus,em 1a serie,0.22887864823348694
882,physicscidadenova,ef 3o ano,0.22727272727272727
1118,universobarcarena,ef 5o ano,0.2260061919504644
728,montessori,em 1a serie,0.2222222222222222
149,ceabb,ef 9o ano,0.21920289855072464
1116,universobarcarena,ef 3o ano,0.2178326474622771
811,overnascimentodecastro,outro,0.21764172018989109
736,novotempo,ef 9o ano,0.2166467542811629
147,ceabb,ef 7o ano,0.21641791044776118
370,colegioiguatemy,ef 7o ano,0.21333845858158754
436,colegiopremium,ef 4o ano,0.20987654320987653
828,overzonanorte,ef 3o ano,0.20833333333333334
961,porto,ef 6o ano,0.20715141829804234
985,profederal,outro,0.206748132390046
1075,stellamarisjuveve,ef 3o ano,0.2063438690876485
1069,stellamarisaguaverde,ef 3o ano,0.20530451866404714
871,physicsaugustomontenegro,outro,0.20350597609561752
1007,provaspoliedro,outro,0.20348124540328513
193,ciadosaber,ef 9o ano,0.20246913580246914
1113,universitariolondrina,outro,0.2021827290076336
544,cursoenfase,outro,0.20099211621932855
675,joaobelem,ef 9o ano,0.2
892,physicscidadenova,outro,0.19679307461511977
907,physicsumarizal,ef 4o ano,0.19658119658119658
745,nucleocriativo,ef 6o ano,0.19597069597069597
746,nucleocriativo,ef 7o ano,0.19343065693430658
375,colegioiguatemy,em 3a serie,0.19264261595877022
366,colegioiguatemy,ef 3o ano,0.1918881118881119
480,colegiouniverso,em 1a serie,0.19142241379310346
1068,stellamarisaguaverde,ef 2o ano,0.1893939393939394
826,overzonanorte,ef 1o ano,0.18888888888888888
221,colegioarena,outro,0.18884110029303336
365,colegioguilhermedealmeida,em 3a serie,0.18867924528301888
748,nucleocriativo,ef 9o ano,0.18787878787878787
1024,qescola,em 3a serie,0.18604651162790697
1020,qescola,ef 6o ano,0.18407960199004975
391,colegiojoaopaulo,ef 5o ano,0.18294190358467244
721,master,outro,0.18134963083759098
851,physicsalmirantebarroso,ef 4o ano,0.18055555555555555
294,colegioecursodesafio,ef 3o ano,0.18048780487804877
146,ceabb,ef 6o ano,0.1804152637485971
373,colegioiguatemy,em 1a serie,0.1769511122282267
296,colegioecursodesafio,ef 5o ano,0.17611241217798596
548,cursoleopoldo,outro,0.1746031746031746
630,institutocristao,ef 7o ano,0.1746031746031746
506,contemporaneocidadeverde,ef 5o ano,0.17391304347826086
742,nucleocriativo,ef 3o ano,0.17142857142857143
809,overmossoro,outro,0.16731182795698923
582,educarse,outro,0.16364836823240897
908,physicsumarizal,ef 5o ano,0.16312056737588654
760,objetivolorena,em 3a serie,0.15988985235528475
302,colegioecursodesafio,em 2a serie,0.1581358609794629
1023,qescola,em 2a serie,0.15555555555555556
747,nucleocriativo,ef 8o ano,0.15259259259259259
1059,souhabilis,outro,0.15092165898617513
67,acessosjpinhais,ef 2o ano,0.15031680139829584
403,colegiomagnum,em 2a serie,0.14877489864269347
496,conexaosaber,ef 2o ano,0.14876847290640394
602,escolaceciliameireles,ef 5o ano,0.14661543009163464
295,colegioecursodesafio,ef 4o ano,0.14545454545454545
1054,seletivoeducallis,em 2a serie,0.14285714285714285
1053,seletivoeducallis,em 1a serie,0.14285714285714285
741,nucleocriativo,ef 2o ano,0.14222222222222222
903,physicsmacapa,outro,0.14113288718929254
632,institutocristao,em 2a serie,0.14
547,cursoleopoldo,em 3a serie,0.1388888888888889
601,escolaceciliameireles,ef 4o ano,0.13407590759075907
749,nucleocriativo,em 1a serie,0.1336996336996337
363,colegioguilhermedealmeida,em 1a serie,0.1320754716981132
0,acessoalmirantetamandare,ef 2o ano,0.1316017316017316
744,nucleocriativo,ef 5o ano,0.12836700336700338
838,overzonanorte,outro,0.12520325203252033
402,colegiomagnum,em 1a serie,0.11900610287707061
400,colegioliceu,em 2a serie,0.11441499676793794
143,ceabb,ef 3o ano,0.11363636363636363
148,ceabb,ef 8o ano,0.1111111111111111
556,deltaeducacional,em 3a serie,0.10833333333333334
720,master,em 3a serie,0.10497927447800005
725,moaciralves,ef 8o ano,0.10434782608695652
433,colegiopremium,ef 1o ano,0.10256410256410256
740,nucleocriativo,ef 1o ano,0.10212765957446808
1074,stellamarisjuveve,ef 2o ano,0.10204081632653061
1115,universobarcarena,ef 2o ano,0.10084033613445378
561,eacorcovado,ef 8o ano,0.09523809523809523
800,overmossoro,ef 2o ano,0.09523809523809523
883,physicscidadenova,ef 4o ano,0.08906882591093117
743,nucleocriativo,ef 4o ano,0.0873015873015873
629,institutocristao,ef 6o ano,0.08390541571319603
1114,universobarcarena,ef 1o ano,0.07885304659498207
293,colegioecursodesafio,ef 2o ano,0.07862679955703211
562,eacorcovado,em 1a serie,0.07547169811320754
432,colegioplanck,outro,0.075
1019,qescola,ef 5o ano,0.07142857142857142
132,casdvest,outro,0.07001881018557511
625,insa,em 3a serie,0.06359895248784138
292,colegioecursodesafio,ef 1o ano,0.056084656084656084
1058,souhabilis,em 3a serie,0.055900621118012424
1045,santoamerico,em 3a serie,0.055493574046973936
729,montessori,em 2a serie,0.053763440860215055
1025,qescola,outro,0.050724637681159424
663,iracemarufino,infantil iii,0.05
434,colegiopremium,ef 2o ano,0.044444444444444446
435,colegiopremium,ef 3o ano,0.041666666666666664
187,ciadosaber,ef 3o ano,0.04150943396226415
631,institutocristao,ef 9o ano,0.04081632653061224
603,escolaceciliameireles,ef 6o ano,0.04056795131845842
127,camerinocursos,outro,0.04
192,ciadosaber,ef 8o ano,0.038834951456310676
1022,qescola,em 1a serie,0.032360422730967925
1046,santoamerico,outro,0.028697412751382455
615,francobrasileiro,em 3a serie,0.027009469555005872
680,litteratus,em 3a serie,0.024390243902439025
184,ceprimeiromundo,outro,0.023823704586063133
619,gerabixo,outro,0.021834061135371178
1043,santoamerico,em 1a serie,0.02064260267527055
106,amadeus,em 3a serie,0.015384615384615385
1044,santoamerico,em 2a serie,0.012986242884250475
726,moaciralves,ef 9o ano,0.010526315789473684
150,cecbdf,em 3a serie,0.0
347,colegioglobal,0,0.0
411,colegionobre,0,0.0
405,colegiomodelo,0,0.0
107,amais,0,0.0
108,amais,outro,0.0
389,colegiojoaopaulo,0,0.0
376,colegiointegral,0,0.0
325,colegioensitec,0,0.0
1060,spdacruz,0,0.0
313,colegioeducallis,0,0.0
111,amaisteste,em 1a serie,0.0
112,amaisteste,em 3a serie,0.0
113,anchietaba,0,0.0
304,colegioecursoprogressao,0,0.0
114,apogeustoantonio2,0,0.0
95,amadeus,0,0.0
412,colegionobre,ef 6o ano,0.0
285,colegiodompedrosegundo,0,0.0
1051,seletivoeducallis,0,0.0
1137,vitae,ef 2o ano,0.0
12,acessoboqueirao,0,0.0
1047,santoantonio,0,0.0
31,acessofazendariogrande,ef 2o ano,0.0
1049,sas,0,0.0
43,acessohauer,0,0.0
66,acessosjpinhais,0,0.0
94,alfacembilingue,0,0.0
79,adrianochan,0,0.0
424,colegioplanck,0,0.0
1055,simbios,outro,0.0
422,colegionovopatio,0,0.0
1057,sobral,outro,0.0
81,aescobjetivo,0,0.0
118,arena,0,0.0
119,arlindocavalcanti,0,0.0
151,ceespacolivre,0,0.0
122,bertelsmann,0,0.0
194,cmdpii,em 2a serie,0.0
123,brasilcursinhos,0,0.0
445,colegioprogresso,0,0.0
125,calculo2,0,0.0
126,camerinocursos,0,0.0
128,casdinhosjc,0,0.0
185,charlesdarwin,0,0.0
131,casdvest,0,0.0
134,cbpdigital,0,0.0
173,ceprimeiromundo,ef 2o ano,0.0
1098,testevictorhugo,0,0.0
172,ceprimeiromundo,ef 1o ano,0.0
171,ceprimeiromundo,0,0.0
1101,universitariolondrina,0,0.0
159,cem,0,0.0
202,cognitivo,0,0.0
203,colegioalphaunis,0,0.0
276,colegiodasamericas,0,0.0
211,colegioanchietai,em 1a serie,0.0
275,colegiocognos,0,0.0
264,colegiocb,0,0.0
251,colegiobrasilia,0,0.0
120,beityaacov,0,0.0
241,colegiobianguloiv,em 3a serie,0.0
240,colegiobianguloiv,em 2a serie,0.0
239,colegiobianguloiv,em 1a serie,0.0
222,colegiobatistaindependente,0,0.0
217,colegioarena,0,0.0
216,colegioanchietaii,em 3a serie,0.0
215,colegioanchietaii,em 2a serie,0.0
121,beityaacov,em 3a serie,0.0
214,colegioanchietaii,em 1a serie,0.0
213,colegioanchietai,em 3a serie,0.0
212,colegioanchietai,em 2a serie,0.0
916,pioxi,0,0.0
494,conexaosaber,0,0.0
446,colegioradar,0,0.0
447,colegioriobranco,0,0.0
762,objetivoteresina,0,0.0
751,objetivolorena,0,0.0
750,nucleopva,0,0.0
734,novotempo,0,0.0
733,navegasas,ef 5o ano,0.0
732,murilorocha,0,0.0
960,porto,0,0.0
727,monsenhorgoncalo,outro,0.0
722,meta,0,0.0
708,master,0,0.0
699,mariliamattoso,0,0.0
968,portoseguro,0,0.0
688,maplebearslz,ef 2o ano,0.0
687,maplebearslz,0,0.0
682,magister,0,0.0
972,primeirodemaio,0,0.0
671,ismart,0,0.0
662,invictus,outro,0.0
654,invictus,0,0.0
646,integradaeducativa,0,0.0
633,institutocristao,em 3a serie,0.0
949,portinari,ef 2o ano,0.0
948,portinari,0,0.0
947,poliedrotreinamento,0,0.0
801,overmossoro,ef 4o ano,0.0
893,physicsconselheirofurtado,0,0.0
872,physicsbatistacampos,0,0.0
848,physicsalmirantebarroso,0,0.0
842,physicsalcindocacela,0,0.0
841,pesenglish,0,0.0
839,pauloviana,ef 9o ano,0.0
825,overzonanorte,0,0.0
812,overpontanegra,0,0.0
810,overnascimentodecastro,0,0.0
799,overmossoro,ef 1o ano,0.0
946,poliedropv,0,0.0
798,overmossoro,0,0.0
790,overmarciliofurtado,0,0.0
939,plannetaosasco,ef 3o ano,0.0
784,overlimaesilva,0,0.0
778,overjoaopessoa,0,0.0
765,overabelcabral,0,0.0
764,osequim,0,0.0
763,oficinadoestudante,outro,0.0
945,poliedro,0,0.0
621,implantacao,0,0.0
984,profederal,0,0.0
986,progressaodc,0,0.0
1029,saea,0,0.0
1017,qescola,0,0.0
543,cursobase,0,0.0
542,cursinhoeach,0,0.0
1021,qescola,ef 7o ano,0.0
534,crescercampinas,0,0.0
525,cparaiso,0,0.0
524,cotemig,em 1a serie,0.0
505,contemporaneocidadeverde,ef 3o ano,0.0
504,contemporaneo,em 3a serie,0.0
904,physicsumarizal,0,0.0
549,cursoprogressao,0,0.0
483,colegioup,0,0.0
475,colegiouniverso,0,0.0
464,colegioshalomoficial,0,0.0
451,colegiosete,0,0.0
1035,santadoroteia,em 3a serie,0.0
450,colegioser,outro,0.0
449,colegioser,0,0.0
1038,santoamerico,0,0.0
448,colegiosantamaria,0,0.0
545,cursoisfera,0,0.0
550,cursosazambuja,0,0.0
618,garra,0,0.0
998,provaspoliedro,0,0.0
617,galois,0,0.0
616,fundacaobradesco,0,0.0
990,progressaoig,0,0.0
614,forumcultural,0,0.0
612,faculdadeflamingo,0,0.0
611,estantemagica,outro,0.0
610,esperanza,0,0.0
605,escoladofuturo,0,0.0
604,escoladeimpacto,0,0.0
599,escolaceciliameireles,ef 2o ano,0.0
552,dante,em 3a serie,0.0
598,escola,ef 4o ano,0.0
597,equipe,0,0.0
596,eluneonline,em 1a serie,0.0
595,eluneonline,0,0.0
583,eduqo,0,0.0
574,educamais,ef 6o ano,0.0
566,eccos,0,0.0
1008,psantagema,0,0.0
553,deltaeducacional,0,0.0
1138,wilsondeandradebarreto,em 1a serie,0.0
