,namespace,Porcentagem de engajamento em série de exercícios,Número de exercícios por turma,Média de séries de exercícios por turma,Porcentagem de visualização de relatórios de SE por alunos,Porcentagem de visualização de relatórios de AA,Número de AAs iniciadas por aluno
318,iracemarufino,0.0,0.0,0.0,0.0,0.2,0.0044642857142857
319,isemear,0.0,0.0,0.0,0.0,0.0,0.0
320,itamarati,0.0,0.0,0.0,0.0,0.65,0.1141479099678456
321,jeanpiaget,0.0,0.0,0.0,0.0,0.0,0.0
322,joaobelem,0.0,0.0,0.0,0.0,0.2894736842105263,0.0552995391705069
323,josemelo,0.0,0.0,0.0,0.0,0.0,0.0
324,josepiaulino,0.0,0.0,0.0,0.0,0.0,0.0
325,lasalleaguasclaras,0.0,0.0,0.0,0.0,0.0223140495867768,1.1687979539641944
326,lasallesp,0.0,0.0,0.0,0.0,0.0,0.0
327,lerote,0.0,0.0,0.0,0.0,0.0,0.0
328,liceujardim,0.0,0.0,0.0,0.0,0.0,0.0
329,liderasas,0.0,0.0,0.0,0.0,0.0,0.0
330,magister,0.0,0.0,0.0,0.0,0.5919439579684763,1.4760147601476017
331,magno,0.0,0.0,0.0,0.0,0.0,0.0
332,magnum,0.0,0.0,0.0,0.0,0.0,0.0
333,magnumagostiniano,0.0,0.0,0.0,0.0,0.0,0.0
334,maplebearslz,0.0,0.0,0.0,0.0,0.3980133584517897,9.382739212007504
335,maristadomsilverio,0.0,0.0,0.0,0.0,0.0,0.0
336,metodocerto,0.0,0.0,0.0,0.0,0.0,0.0
337,minhalista,0.0,0.0,0.0,0.0,0.2333333333333333,0.0944625407166123
338,montessori,0.0,0.0,0.0,0.0,0.1147540983606557,0.360655737704918
339,motiva,0.0,0.0,0.0,0.0,0.0,0.0
340,nossasenhoradesion,0.0,0.0,0.0,0.0,0.0,0.0
341,notredame,0.0,0.0,0.0,0.0,0.0,0.0
342,nsdasgracas,0.0,0.0,0.0,0.0,0.0,0.0
343,nucleo,0.0,0.0,0.0,0.0,0.0,0.0
344,nucleopva,0.0,0.0,0.0,0.0,0.5223214285714286,1.1875
345,objetivoamericana,0.0,0.0,0.0,0.0,0.0,0.0
346,objetivohortolandia,0.0,0.0,0.0,0.0,0.0,0.0
347,oficinadoestudante,0.0,0.0,0.0,0.0,0.160486674391657,0.0004916420845624
348,osequim,0.0,0.0,0.0,0.0,0.0064935064935064,0.3482414242292662
349,oswald,0.0,0.0,0.0,0.0,0.0,0.0
350,oswalddeandrade,0.0,0.0,0.0,0.0,0.0,0.0
351,overlimaesilva,0.0,0.0,0.0,0.0,0.7919762258543833,8.521212121212121
352,ovquim,0.0,0.0,0.0,0.0,0.0,0.0
353,padreeustaquio,0.0,0.0,0.0,0.0,0.0,0.0
354,palmares,0.0,0.0,0.0,0.0,0.0,0.0
355,pauloviana,0.0,0.0,0.0,0.0,0.0,0.0
356,pcf,0.0,0.0,0.0,0.0,0.0,0.0
357,pearson,0.0,0.0,0.0,0.0,0.0,0.5
358,pensecursos,0.0,0.0,0.0,0.0,0.0,0.0
359,pioxii,0.0,0.0,0.0,0.0,0.0,0.0
360,pioxiicolegio,0.0,0.0,0.0,0.0,0.6409798417963767,11.261194029850746
361,plannetaosasco,0.0,0.0,0.0,0.0,0.0,0.25
362,plannetataboao,0.0,0.0,0.0,0.0,0.035953536967611,1.4669985250737465
363,playpen,0.0,0.0,0.0,0.0,0.0,0.0
364,poliedro,0.0,0.0,0.0,0.0,0.0007727975270479,0.1178776002411818
365,poliedropv,0.0,0.0,0.0,0.0,0.0145328719723183,0.0733048259010384
366,poliedrotreinamento,0.0,0.0,0.0,0.0,0.0,0.7222222222222222
367,portalsas,0.0,0.0,0.0,0.0,0.0,0.0
368,portoseguro,0.0,0.0,0.0,0.0,0.0903294367693942,4.253968253968254
369,positivo,0.0,0.0,0.0,0.0,0.0,0.0
370,preparatec,0.0,0.0,0.0,0.0,0.0,0.0
371,preparavest,0.0,0.0,0.0,0.0,0.0,0.0
372,prevest,0.0,0.0,0.0,0.0,0.3225806451612903,0.4814814814814814
373,prisma,0.0,0.0,0.0,0.0,0.0,0.0
374,prismapatrocinio,0.0,0.0,0.0,0.0,0.4802992518703242,18.15853658536585
375,progressaoeducacao,0.0,0.0,0.0,0.0,0.0,0.0
376,projetodeventoempopa,0.0,0.0,0.0,0.0,0.0,0.0
377,projetogauss,0.0,0.0,0.0,0.0,0.0,0.0
378,provaspoliedro,0.0,0.0,0.0,0.0,0.0910260574112474,5.121143717080511
379,qi,0.0,0.0,0.0,0.0,0.0,0.0
380,redeapogeu,0.0,0.0,0.0,0.0,0.0,0.0
381,redeisaacnewton,0.0,0.0,0.0,0.0,0.0,0.0
382,reges,0.0,0.0,0.0,0.0,0.0,0.0
383,relacionamento,0.0,0.0,0.0,0.0,0.0,0.0
384,riobrancocampinas,0.0,0.0,0.0,0.0,0.0,0.0
385,saberviver,0.0,0.0,0.0,0.0,0.0922330097087378,0.8446601941747572
386,saedigital,0.0,0.0,0.0,0.0,0.0,0.0
387,santacruz,0.0,0.0,0.0,0.0,0.0,0.0
388,santamarcelina,0.0,0.0,0.0,0.0,0.0,0.0
389,santamaria,0.0,0.0,0.0,0.0,0.0,0.0
390,santoagostinho,0.0,0.0,0.0,0.0,0.0,0.0
391,santoagostinhomg,0.0,0.0,0.0,0.0,0.0,0.0
392,santoamericoteste,0.0,0.0,0.0,0.0,0.0,0.0
393,santoantonio,0.0,0.0,0.0,0.0,0.0,0.0227272727272727
394,saobento,0.0,0.0,0.0,0.0,0.0,0.0
395,saojosecaxiasdosul,0.0,0.0,0.0,0.0,0.0,0.0
396,saoluiz,0.0,0.0,0.0,0.0,0.0,0.0
397,sasadaptrelatorios,0.0,0.0,0.0,0.0,0.0,0.0
398,seletivoeducallis,0.0,0.0,0.0,0.0,0.0789473684210526,0.0204081632653061
399,simbios,0.0,0.0,0.0,0.0,0.075098814229249,0.0
400,simuladoita,0.0,0.0,0.0,0.0,0.0161030595813204,0.8304134548002803
401,sistemaprima,0.0,0.0,0.0,0.0,0.0,0.0
402,sme,0.0,0.0,0.0,0.0,0.0,0.0
403,solarcursinho,0.0,0.0,0.0,0.0,0.0,0.0
404,souhabilis,0.0,0.0,0.0,0.0,0.1338994121489223,3.011363636363636
405,studos,0.0,0.0,0.0,0.0,0.3333333333333333,1.0
406,testevictorhugo,0.0,0.0,0.0,0.0,0.0,0.9
407,tomasdeaquino,0.0,0.0,0.0,0.0,0.0,0.0
408,topguncolombo,0.0,0.0,0.0,0.0,0.0,0.0
409,uirapuru,0.0,0.0,0.0,0.0,0.0,0.0
410,veracruz,0.0,0.0,0.0,0.0,0.0,0.0
411,vertice,0.0,0.0,0.0,0.0,0.0,0.0
412,visaorecife,0.0,0.0,0.0,0.0,0.0,0.0
413,vitae,0.0,0.0,0.0,0.0,0.0,0.0
414,vitalbrazil,0.0,0.0,0.0,0.0,0.0,0.0
415,wilsondeandradebarreto,0.0,0.0,0.0,0.0,0.0,0.0
416,colegioshalomoficial,0.0,0.0,0.0,0.0,0.0,1.1666666666666667
417,mundialfranciscobeltrao,0.0,0.0,0.0,0.0,0.0,0.6818181818181818
418,coopermundi,0.0,0.0,0.0,0.0,0.0,0.3475783475783476
419,teste,0.0,0.0,0.0,0.0,0.0,0.1304347826086956
420,universos,0.0,0.0,0.0,0.0,0.0,0.0833333333333333
421,matematicatv,0.0,0.0,0.0,0.0,0.0,0.0
422,geracao2001,0.0,0.0,0.0,0.0,0.0,0.0
423,mastervisitante,0.0,0.0,0.0,0.0,0.0,0.0
424,geracaoatual,0.0,0.0,0.0,0.0,0.0,0.0
425,genesisstellamaris,0.0,0.0,0.0,0.0,0.0,0.0
426,materamabilis,0.0,0.0,0.0,0.0,0.0,0.0
427,genesiscolegioecurso,0.0,0.0,0.0,0.0,0.0,0.0
428,gegsjcampos,0.0,0.0,0.0,0.0,0.0,0.0
429,matriz,0.0,0.0,0.0,0.0,0.0,0.0
430,matrizeducacao,0.0,0.0,0.0,0.0,0.0,0.0
431,gef,0.0,0.0,0.0,0.0,0.0,0.0
432,gdv,0.0,0.0,0.0,0.0,0.0,0.0
433,institutomeninodedeus,0.0,0.0,0.0,0.0,0.0,0.0
434,ginasiodeeducacaodavinci,0.0,0.0,0.0,0.0,0.0,0.0
435,mastersul,0.0,0.0,0.0,0.0,0.0,0.0
436,geracaocolegioecurso,0.0,0.0,0.0,0.0,0.0,0.0
437,habilisescolaecurso,0.0,0.0,0.0,0.0,0.0,0.0
438,habilis,0.0,0.0,0.0,0.0,0.0,0.0
439,marciliopires,0.0,0.0,0.0,0.0,0.0,0.0
440,guilhermefilho,0.0,0.0,0.0,0.0,0.0,0.0
441,guairaca,0.0,0.0,0.0,0.0,0.0,0.0
442,mariaaugusta,0.0,0.0,0.0,0.0,0.0,0.0
443,grupopreve,0.0,0.0,0.0,0.0,0.0,0.0
444,grupoiep,0.0,0.0,0.0,0.0,0.0,0.0
445,mariaeunice,0.0,0.0,0.0,0.0,0.0,0.0
446,marialaura,0.0,0.0,0.0,0.0,0.0,0.0
447,marianair,0.0,0.0,0.0,0.0,0.0,0.0
448,mariaolinda,0.0,0.0,0.0,0.0,0.0,0.0
449,granbery,0.0,0.0,0.0,0.0,0.0,0.0
450,maristacentronorte,0.0,0.0,0.0,0.0,0.0,0.0
451,maristajoaopauloii,0.0,0.0,0.0,0.0,0.0,0.0
452,gracinha,0.0,0.0,0.0,0.0,0.0,0.0
453,goncalomartins,0.0,0.0,0.0,0.0,0.0,0.0
454,maristateresina,0.0,0.0,0.0,0.0,0.0,0.0
455,marketing,0.0,0.0,0.0,0.0,0.0,0.0
456,ginasioanchieta,0.0,0.0,0.0,0.0,0.0,0.0
457,geraeduca,0.0,0.0,0.0,0.0,0.0,0.0
458,masterbezerra,0.0,0.0,0.0,0.0,0.0,0.0
459,masternatal,0.0,0.0,0.0,0.0,0.0,0.0
460,gauss,0.0,0.0,0.0,0.0,0.0,0.0
461,franciscopinto,0.0,0.0,0.0,0.0,0.0,0.0
462,fiep,0.0,0.0,0.0,0.0,0.0,0.0
463,mundialcc,0.0,0.0,0.0,0.0,0.0,0.0
464,msofia,0.0,0.0,0.0,0.0,0.0,0.0
465,msetemporario,0.0,0.0,0.0,0.0,0.0,0.0
466,mov,0.0,0.0,0.0,0.0,0.0,0.0
467,motivacao,0.0,0.0,0.0,0.0,0.0,0.0
468,moria,0.0,0.0,0.0,0.0,0.0,0.0
469,fepcrato,0.0,0.0,0.0,0.0,0.0,0.0
470,moppe,0.0,0.0,0.0,0.0,0.0,0.0
471,monteirolobato,0.0,0.0,0.0,0.0,0.0,0.0
472,montedasoliveiras,0.0,0.0,0.0,0.0,0.0,0.0
473,monsenhorgoncalo,0.0,0.0,0.0,0.0,0.0,0.0
474,fisicainloco,0.0,0.0,0.0,0.0,0.0,0.0
475,fisicamarginal,0.0,0.0,0.0,0.0,0.0,0.0
476,mundodeplatao,0.0,0.0,0.0,0.0,0.0,0.0
477,mupi,0.0,0.0,0.0,0.0,0.0,0.0
478,gaga,0.0,0.0,0.0,0.0,0.0,0.0
479,fazeducacao,0.0,0.0,0.0,0.0,0.0,0.0
480,ngmasters,0.0,0.0,0.0,0.0,0.0,0.0
481,newtonpaiva,0.0,0.0,0.0,0.0,0.0,0.0
482,fame,0.0,0.0,0.0,0.0,0.0,0.0
483,nesfa,0.0,0.0,0.0,0.0,0.0,0.0
484,nepitaparica,0.0,0.0,0.0,0.0,0.0,0.0
485,nepesitaparica,0.0,0.0,0.0,0.0,0.0,0.0
486,nageljewishacademy,0.0,0.0,0.0,0.0,0.0,0.0
487,necicem,0.0,0.0,0.0,0.0,0.0,0.0
488,near,0.0,0.0,0.0,0.0,0.0,0.0
489,naia,0.0,0.0,0.0,0.0,0.0,0.0
490,febave,0.0,0.0,0.0,0.0,0.0,0.0
491,felipemanoelcampos,0.0,0.0,0.0,0.0,0.0,0.0
492,monsenhorfrancisco,0.0,0.0,0.0,0.0,0.0,0.0
493,fito,0.0,0.0,0.0,0.0,0.0,0.0
494,flamingo,0.0,0.0,0.0,0.0,0.0,0.0
495,melquiadescamelo,0.0,0.0,0.0,0.0,0.0,0.0
496,mestre,0.0,0.0,0.0,0.0,0.0,0.0
497,fsjb,0.0,0.0,0.0,0.0,0.0,0.0
498,ftd,0.0,0.0,0.0,0.0,0.0,0.0
499,mentoring,0.0,0.0,0.0,0.0,0.0,0.0
500,meninojesuspe,0.0,0.0,0.0,0.0,0.0,0.0
501,medcel,0.0,0.0,0.0,0.0,0.0,0.0
502,flordenicedacosta,0.0,0.0,0.0,0.0,0.0,0.0
503,mayrink,0.0,0.0,0.0,0.0,0.0,0.0
504,maxime,0.0,0.0,0.0,0.0,0.0,0.0
505,maxeducacional,0.0,0.0,0.0,0.0,0.0,0.0
506,ftec,0.0,0.0,0.0,0.0,0.0,0.0
507,fundacaoeducar,0.0,0.0,0.0,0.0,0.0,0.0
508,gacc,0.0,0.0,0.0,0.0,0.0,0.0
509,franciscoperes,0.0,0.0,0.0,0.0,0.0,0.0
510,mfecursos,0.0,0.0,0.0,0.0,0.0,0.0
511,milenamadeira,0.0,0.0,0.0,0.0,0.0,0.0
512,milhaense,0.0,0.0,0.0,0.0,0.0,0.0
513,mls,0.0,0.0,0.0,0.0,0.0,0.0
514,mojuca,0.0,0.0,0.0,0.0,0.0,0.0
515,formacoesipu,0.0,0.0,0.0,0.0,0.0,0.0
516,formacao,0.0,0.0,0.0,0.0,0.0,0.0
517,fontenova,0.0,0.0,0.0,0.0,0.0,0.0
518,fmit,0.0,0.0,0.0,0.0,0.0,0.0
519,florestasenadorcanedo,0.0,0.0,0.0,0.0,0.0,0.0
520,maper,0.0,0.0,0.0,0.0,0.0,0.0
521,manoelpereira,0.0,0.0,0.0,0.0,0.0,0.0
522,ingenious,0.0,0.0,0.0,0.0,0.0,0.0
523,inovacao,0.0,0.0,0.0,0.0,0.0,0.0
524,java,0.0,0.0,0.0,0.0,0.0,0.0
525,inovar,0.0,0.0,0.0,0.0,0.0,0.0
526,insef,0.0,0.0,0.0,0.0,0.0,0.0
527,insgmacae,0.0,0.0,0.0,0.0,0.0,0.0
528,janainadias,0.0,0.0,0.0,0.0,0.0,0.0
529,jam,0.0,0.0,0.0,0.0,0.0,0.0
530,jaimekratz,0.0,0.0,0.0,0.0,0.0,0.0
531,ivv,0.0,0.0,0.0,0.0,0.0,0.0
532,itamarataizes,0.0,0.0,0.0,0.0,0.0,0.0
533,italo,0.0,0.0,0.0,0.0,0.0,0.0
534,ita,0.0,0.0,0.0,0.0,0.0,0.0
535,ispindorama,0.0,0.0,0.0,0.0,0.0,0.0
536,jesusmariajose,0.0,0.0,0.0,0.0,0.0,0.0
537,joaoferreira,0.0,0.0,0.0,0.0,0.0,0.0
538,josecabral,0.0,0.0,0.0,0.0,0.0,0.0
539,josemariano,0.0,0.0,0.0,0.0,0.0,0.0
540,josehumbertoborges,0.0,0.0,0.0,0.0,0.0,0.0
541,joseflorencio,0.0,0.0,0.0,0.0,0.0,0.0
542,impactofloriano,0.0,0.0,0.0,0.0,0.0,0.0
543,implantacaoremota,0.0,0.0,0.0,0.0,0.0,0.0
544,jorgeaugusto,0.0,0.0,0.0,0.0,0.0,0.0
545,joaohmendonca,0.0,0.0,0.0,0.0,0.0,0.0
546,infinitelearning,0.0,0.0,0.0,0.0,0.0,0.0
547,joracycruz,0.0,0.0,0.0,0.0,0.0,0.0
548,joaosampaio,0.0,0.0,0.0,0.0,0.0,0.0
549,joaopedrodealmeida,0.0,0.0,0.0,0.0,0.0,0.0
550,inspira,0.0,0.0,0.0,0.0,0.0,0.0
551,inspire,0.0,0.0,0.0,0.0,0.0,0.0
552,isadoralemos,0.0,0.0,0.0,0.0,0.0,0.0
553,ipcf,0.0,0.0,0.0,0.0,0.0,0.0
554,ipcabofrio,0.0,0.0,0.0,0.0,0.0,0.0
555,ipae,0.0,0.0,0.0,0.0,0.0,0.0
556,institutoeducacionalsuperacao,0.0,0.0,0.0,0.0,0.0,0.0
557,invertida,0.0,0.0,0.0,0.0,0.0,0.0
558,intensivaocomalu,0.0,0.0,0.0,0.0,0.0,0.0
559,integraformacoes,0.0,0.0,0.0,0.0,0.0,0.0
560,integradaruibarbosa,0.0,0.0,0.0,0.0,0.0,0.0
561,institutokairos,0.0,0.0,0.0,0.0,0.0,0.0
562,institutounibanco,0.0,0.0,0.0,0.0,0.0,0.0
563,institutotecnicodoplanalto,0.0,0.0,0.0,0.0,0.0,0.0
564,institutopandavas,0.0,0.0,0.0,0.0,0.0,0.0
565,ipec,0.0,0.0,0.0,0.0,0.0,0.0
566,institutoeducacionalflorence,0.0,0.0,0.0,0.0,0.0,0.0
567,ipeccotia,0.0,0.0,0.0,0.0,0.0,0.0
568,ipesimonton,0.0,0.0,0.0,0.0,0.0,0.0
569,institutoadventus,0.0,0.0,0.0,0.0,0.0,0.0
570,institutocaminhar,0.0,0.0,0.0,0.0,0.0,0.0
571,iracilvianunes,0.0,0.0,0.0,0.0,0.0,0.0
572,ipresbiterianocf,0.0,0.0,0.0,0.0,0.0,0.0
573,ipirangasesi,0.0,0.0,0.0,0.0,0.0,0.0
574,ipetucurui,0.0,0.0,0.0,0.0,0.0,0.0
575,iperesende,0.0,0.0,0.0,0.0,0.0,0.0
576,institutoeducacionaldeamericana,0.0,0.0,0.0,0.0,0.0,0.0
577,ipepirai,0.0,0.0,0.0,0.0,0.0,0.0
578,institutocristaoeducacao,0.0,0.0,0.0,0.0,0.0,0.0
579,ipeonline,0.0,0.0,0.0,0.0,0.0,0.0
580,ipenilopolis,0.0,0.0,0.0,0.0,0.0,0.0
581,ipemg,0.0,0.0,0.0,0.0,0.0,0.0
582,ipeeducacao,0.0,0.0,0.0,0.0,0.0,0.0
583,josepaulino,0.0,0.0,0.0,0.0,0.0,0.0
584,josepinheiro,0.0,0.0,0.0,0.0,0.0,0.0
585,habillis,0.0,0.0,0.0,0.0,0.0,0.0
586,liviasoares,0.0,0.0,0.0,0.0,0.0,0.0
587,mackenzietambore,0.0,0.0,0.0,0.0,0.0,0.0
588,mackenziesaopaulo,0.0,0.0,0.0,0.0,0.0,0.0
589,mackenziebrasilia,0.0,0.0,0.0,0.0,0.0,0.0
590,machadodeassispicos,0.0,0.0,0.0,0.0,0.0,0.0
591,idealbsb,0.0,0.0,0.0,0.0,0.0,0.0
592,luminaedu,0.0,0.0,0.0,0.0,0.0,0.0
593,idealsagradocoracaodejesus,0.0,0.0,0.0,0.0,0.0,0.0
594,lumiere,0.0,0.0,0.0,0.0,0.0,0.0
595,lumen,0.0,0.0,0.0,0.0,0.0,0.0
596,luizgonzaga,0.0,0.0,0.0,0.0,0.0,0.0
597,iecm,0.0,0.0,0.0,0.0,0.0,0.0
598,lourencofilho,0.0,0.0,0.0,0.0,0.0,0.0
599,lourdinascg,0.0,0.0,0.0,0.0,0.0,0.0
600,logicareforcoescolar,0.0,0.0,0.0,0.0,0.0,0.0
601,madretereza,0.0,0.0,0.0,0.0,0.0,0.0
602,iceducacao,0.0,0.0,0.0,0.0,0.0,0.0
603,magistral,0.0,0.0,0.0,0.0,0.0,0.0
604,malucoapaixonaddo,0.0,0.0,0.0,0.0,0.0,0.0
605,manoelmarcelino,0.0,0.0,0.0,0.0,0.0,0.0
606,manoelfrancisco,0.0,0.0,0.0,0.0,0.0,0.0
607,manoelbernardino,0.0,0.0,0.0,0.0,0.0,0.0
608,harmoniabilingue,0.0,0.0,0.0,0.0,0.0,0.0
609,magna,0.0,0.0,0.0,0.0,0.0,0.0
610,highline,0.0,0.0,0.0,0.0,0.0,0.0
611,institutomuda,0.0,0.0,0.0,0.0,0.0,0.0
612,iabcd,0.0,0.0,0.0,0.0,0.0,0.0
613,iacs,0.0,0.0,0.0,0.0,0.0,0.0
614,livreaprender,0.0,0.0,0.0,0.0,0.0,0.0
615,liviacarneiro,0.0,0.0,0.0,0.0,0.0,0.0
616,iegcolegioecurso,0.0,0.0,0.0,0.0,0.0,0.0
617,lamark,0.0,0.0,0.0,0.0,0.0,0.0
618,labatualidades,0.0,0.0,0.0,0.0,0.0,0.0
619,lab,0.0,0.0,0.0,0.0,0.0,0.0
620,kzdireitodigital,0.0,0.0,0.0,0.0,0.0,0.0
621,imep,0.0,0.0,0.0,0.0,0.0,0.0
622,kuadro,0.0,0.0,0.0,0.0,0.0,0.0
623,kl3,0.0,0.0,0.0,0.0,0.0,0.0
624,imhpicos,0.0,0.0,0.0,0.0,0.0,0.0
625,impacta,0.0,0.0,0.0,0.0,0.0,0.0
626,kerygma,0.0,0.0,0.0,0.0,0.0,0.0
627,katirodrigues,0.0,0.0,0.0,0.0,0.0,0.0
628,katiane,0.0,0.0,0.0,0.0,0.0,0.0
629,juntos,0.0,0.0,0.0,0.0,0.0,0.0
630,lapiseartes,0.0,0.0,0.0,0.0,0.0,0.0
631,lasalledores,0.0,0.0,0.0,0.0,0.0,0.0
632,ieveralucia,0.0,0.0,0.0,0.0,0.0,0.0
633,linkandlearn,0.0,0.0,0.0,0.0,0.0,0.0
634,lighthouse,0.0,0.0,0.0,0.0,0.0,0.0
635,ienec,0.0,0.0,0.0,0.0,0.0,0.0
636,iescamp,0.0,0.0,0.0,0.0,0.0,0.0
637,ifaba,0.0,0.0,0.0,0.0,0.0,0.0
638,lepetitsp,0.0,0.0,0.0,0.0,0.0,0.0
639,leonor,0.0,0.0,0.0,0.0,0.0,0.0
640,leme,0.0,0.0,0.0,0.0,0.0,0.0
641,juarezwanderley,0.0,0.0,0.0,0.0,0.0,0.0
642,aba,0.0,0.0,0.0,0.0,0.0,0.0
643,novaalianca,0.0,0.0,0.0,0.0,0.0,0.0
644,sesisumare,0.0,0.0,0.0,0.0,0.0,0.0
645,simontondf,0.0,0.0,0.0,0.0,0.0,0.0
646,sigmacursoecolegio,0.0,0.0,0.0,0.0,0.0,0.0
647,sidarta,0.0,0.0,0.0,0.0,0.0,0.0
648,shekinah,0.0,0.0,0.0,0.0,0.0,0.0
649,shalomblumenau,0.0,0.0,0.0,0.0,0.0,0.0
650,sesitaubate,0.0,0.0,0.0,0.0,0.0,0.0
651,sesitatuape,0.0,0.0,0.0,0.0,0.0,0.0
652,sesisjdoriopreto,0.0,0.0,0.0,0.0,0.0,0.0
653,sesiipiranga,0.0,0.0,0.0,0.0,0.0,0.0
654,sesisjc,0.0,0.0,0.0,0.0,0.0,0.0
655,sesisbc,0.0,0.0,0.0,0.0,0.0,0.0
656,sesisaocarlos,0.0,0.0,0.0,0.0,0.0,0.0
657,sesisantos,0.0,0.0,0.0,0.0,0.0,0.0
658,sesipinda,0.0,0.0,0.0,0.0,0.0,0.0
659,sesiparaguacupaulista,0.0,0.0,0.0,0.0,0.0,0.0
660,sesilimeira,0.0,0.0,0.0,0.0,0.0,0.0
661,sesijacarei,0.0,0.0,0.0,0.0,0.0,0.0
662,simontonsapezal,0.0,0.0,0.0,0.0,0.0,0.0
663,simplificaquepassa,0.0,0.0,0.0,0.0,0.0,0.0
664,simuladoenem2014,0.0,0.0,0.0,0.0,0.0,0.0
665,simuladoenem2015,0.0,0.0,0.0,0.0,0.0,0.0
666,smecolegiojjr,0.0,0.0,0.0,0.0,0.0,0.0
667,smecolegioevangelicoluz,0.0,0.0,0.0,0.0,0.0,0.0
668,smecbvm,0.0,0.0,0.0,0.0,0.0,0.0
669,smartz,0.0,0.0,0.0,0.0,0.0,0.0
670,sjoseegito,0.0,0.0,0.0,0.0,0.0,0.0
671,sistemasei,0.0,0.0,0.0,0.0,0.0,0.0
672,sistemamaster,0.0,0.0,0.0,0.0,0.0,0.0
673,sistemaincentivo,0.0,0.0,0.0,0.0,0.0,0.0
674,sistemafb,0.0,0.0,0.0,0.0,0.0,0.0
675,siqueirafelix,0.0,0.0,0.0,0.0,0.0,0.0
676,singularidades,0.0,0.0,0.0,0.0,0.0,0.0
677,sincroniza,0.0,0.0,0.0,0.0,0.0,0.0
678,simulados,0.0,0.0,0.0,0.0,0.0,0.0
679,simuladoenem2016,0.0,0.0,0.0,0.0,0.0,0.0
680,sesiitatiba,0.0,0.0,0.0,0.0,0.0,0.0
681,sesiigaracudotiete,0.0,0.0,0.0,0.0,0.0,0.0
682,novadimensao,0.0,0.0,0.0,0.0,0.0,0.0
683,saosebastiao,0.0,0.0,0.0,0.0,0.0,0.0
684,scoredu,0.0,0.0,0.0,0.0,0.0,0.0
685,scopum,0.0,0.0,0.0,0.0,0.0,0.0
686,saturninopereira,0.0,0.0,0.0,0.0,0.0,0.0
687,sasadaptteste,0.0,0.0,0.0,0.0,0.0,0.0
688,sap,0.0,0.0,0.0,0.0,0.0,0.0
689,saoroque,0.0,0.0,0.0,0.0,0.0,0.0
690,sesihorto,0.0,0.0,0.0,0.0,0.0,0.0
691,saomiguelbh,0.0,0.0,0.0,0.0,0.0,0.0
692,saojoao,0.0,0.0,0.0,0.0,0.0,0.0
693,santoantoniojesus,0.0,0.0,0.0,0.0,0.0,0.0
694,semearjacarei,0.0,0.0,0.0,0.0,0.0,0.0
695,senaiourobranco,0.0,0.0,0.0,0.0,0.0,0.0
696,senaismo,0.0,0.0,0.0,0.0,0.0,0.0
697,sesigru,0.0,0.0,0.0,0.0,0.0,0.0
698,sesidescalvado,0.0,0.0,0.0,0.0,0.0,0.0
699,sesicruzeiro,0.0,0.0,0.0,0.0,0.0,0.0
700,sesicrixas,0.0,0.0,0.0,0.0,0.0,0.0
701,sesicotia,0.0,0.0,0.0,0.0,0.0,0.0
702,sesicampinas,0.0,0.0,0.0,0.0,0.0,0.0
703,sesicacapava,0.0,0.0,0.0,0.0,0.0,0.0
704,sesibarrabonita,0.0,0.0,0.0,0.0,0.0,0.0
705,sesiapucarana,0.0,0.0,0.0,0.0,0.0,0.0
706,sesiamericana,0.0,0.0,0.0,0.0,0.0,0.0
707,sesialvaresmachado,0.0,0.0,0.0,0.0,0.0,0.0
708,sesi376,0.0,0.0,0.0,0.0,0.0,0.0
709,sesi207,0.0,0.0,0.0,0.0,0.0,0.0
710,sesi,0.0,0.0,0.0,0.0,0.0,0.0
711,sersorocaba,0.0,0.0,0.0,0.0,0.0,0.0
712,serjundiai,0.0,0.0,0.0,0.0,0.0,0.0
713,smecristaodecastro,0.0,0.0,0.0,0.0,0.0,0.0
714,smeipebotucatu,0.0,0.0,0.0,0.0,0.0,0.0
715,smeisaacnewton,0.0,0.0,0.0,0.0,0.0,0.0
716,vestibularcidadao,0.0,0.0,0.0,0.0,0.0,0.0
717,veramagaldi,0.0,0.0,0.0,0.0,0.0,0.0
718,vencermelhor,0.0,0.0,0.0,0.0,0.0,0.0
719,vcmaker,0.0,0.0,0.0,0.0,0.0,0.0
720,valsaab,0.0,0.0,0.0,0.0,0.0,0.0
721,usj,0.0,0.0,0.0,0.0,0.0,0.0
722,smelamarck,0.0,0.0,0.0,0.0,0.0,0.0
723,ursinhofeliz,0.0,0.0,0.0,0.0,0.0,0.0
724,uri,0.0,0.0,0.0,0.0,0.0,0.0
725,universitas,0.0,0.0,0.0,0.0,0.0,0.0
726,universitario,0.0,0.0,0.0,0.0,0.0,0.0
727,uninter,0.0,0.0,0.0,0.0,0.0,0.0
728,unifteconline,0.0,0.0,0.0,0.0,0.0,0.0
729,unificado,0.0,0.0,0.0,0.0,0.0,0.0
730,unicursos,0.0,0.0,0.0,0.0,0.0,0.0
731,vetor,0.0,0.0,0.0,0.0,0.0,0.0
732,vetorbrasil,0.0,0.0,0.0,0.0,0.0,0.0
733,viadeacesso,0.0,0.0,0.0,0.0,0.0,0.0
734,viaquatro,0.0,0.0,0.0,0.0,0.0,0.0
735,zacariasliberato,0.0,0.0,0.0,0.0,0.0,0.0
736,yduqs,0.0,0.0,0.0,0.0,0.0,0.0
