,namespace,Semana,Porcentagem de visualização de relatórios de SE por alunos
347,universitariolondrina,31,0.12294881214793045
348,integradaeducativa,32,0.12275449101796407
349,acessofazendariogrande,27,0.12240184757505773
350,colegiointegral,32,0.12210274790919952
351,acessoalmirantetamandare,30,0.12195121951219512
352,acessofazendariogrande,30,0.12146892655367232
353,abdiasmartins,35,0.12121212121212122
354,abdiasmartins,34,0.12121212121212122
355,colegioeag,34,0.12093023255813953
356,acessoalmirantetamandare,27,0.12056737588652482
357,anossaatmosfera,24,0.12014563106796117
358,universitariolondrina,27,0.12002152852529602
359,acessocampolargo,25,0.11952191235059761
360,universitariolondrina,34,0.11943696957151728
361,colegiointegral,29,0.11897051303903187
362,faculdadeflamingo,32,0.11791383219954649
363,acessofazendariogrande,33,0.11777777777777777
364,overpontanegra,32,0.11764705882352941
365,valdemiracoelho,32,0.11764705882352941
366,einsteinassis,34,0.11758893280632411
367,faculdadeflamingo,30,0.11702127659574468
368,integra,32,0.11666666666666667
369,overmarciliofurtado,24,0.11627906976744186
370,integradaeducativa,24,0.11612903225806452
371,acessosjpinhais,25,0.11576354679802955
372,colegioensitec,36,0.11403508771929824
373,cats,33,0.11363636363636363
374,colegioiguatemy,30,0.1132596685082873
375,pioxi,34,0.11290322580645161
376,acessoboqueirao,26,0.11164383561643836
377,abiliomartins,34,0.1111111111111111
378,cursobase,35,0.1111111111111111
379,acessofazendariogrande,35,0.1111111111111111
380,colegioflamingo,26,0.10996563573883161
381,acessopinhais,26,0.10941475826972011
382,francobrasileiro,33,0.109375
383,sasadaptem,32,0.10909090909090909
384,stellamarisjuveve,35,0.10900832702498107
385,colegioglobal,31,0.10869565217391304
386,colegiointegral,24,0.10814606741573034
387,colegiocb,27,0.10810810810810811
388,acessoalmirantetamandare,34,0.10795454545454546
389,ceabb,34,0.1076923076923077
390,colegiointegral,34,0.10638547158758055
391,universitariolondrina,30,0.10549881068979991
392,moaciralves,31,0.10526315789473684
393,portinari,36,0.1044776119402985
394,einsteinassis,24,0.10416666666666667
395,physicsmacapa,31,0.10378912685337727
396,colegioecursoprogressao,25,0.1037463976945245
397,stellamarisjuveve,36,0.10217391304347827
398,colegiointegral,30,0.10157894736842105
399,eccos,32,0.10144927536231885
400,faculdadeflamingo,33,0.1008174386920981
401,elitecuritibaemilianoperneta,29,0.10059171597633136
402,acessocampolargo,27,0.1004566210045662
403,anossaatmosfera,36,0.10032362459546926
404,acessosjpinhais,33,0.10031545741324921
405,physicsmacapa,32,0.10022522522522523
406,acessoalmirantetamandare,35,0.1
407,senhorbonfim,32,0.1
408,overzonanorte,27,0.1
409,amadeus,31,0.09981343283582089
410,colegioecursoprogressao,31,0.09953703703703703
411,progressaoig,33,0.09935897435897435
412,santoamerico,34,0.09925752246971473
413,progressaodc,27,0.09923664122137404
414,elitecuritibaemilianoperneta,30,0.0989010989010989
415,progressaodc,26,0.09836065573770492
416,santoamerico,35,0.09810333551340746
417,acessosantafelicidade,29,0.0972972972972973
418,anossaatmosfera,28,0.0970873786407767
419,colegiojoaopaulo,26,0.09701492537313433
420,abdiasmartins,32,0.09655172413793103
421,physicsalcindocacela,24,0.09602954755309326
422,universitariolondrina,25,0.09531857360148724
423,colegioguilhermedealmeida,31,0.095
424,insa,34,0.09473684210526316
425,integra,34,0.09411764705882353
426,acessosantafelicidade,24,0.09335443037974683
427,colegiointegral,35,0.09330460722572091
428,anossaatmosfera,34,0.09329446064139942
429,antoniomelo,31,0.09302325581395349
430,acessosantafelicidade,25,0.09266409266409266
431,ceabb,32,0.09259259259259259
432,acessosantafelicidade,34,0.0925700365408039
433,amadeus,32,0.09218559218559219
434,colegioecursoprogressao,33,0.09195402298850575
435,elitecuritibaemilianoperneta,24,0.0915032679738562
436,einsteinassis,33,0.09147869674185463
437,eccos,26,0.091324200913242
438,colegioecursoprogressao,28,0.09121621621621621
439,colegiointegral,26,0.09062661833247022
440,acessosantafelicidade,26,0.09024390243902439
441,amadeus,24,0.09015025041736227
442,colegiosete,36,0.09005376344086022
443,acessofazendariogrande,31,0.08955223880597014
444,institutoeurofarma,34,0.08913764510779436
445,colegioecursoprogressao,27,0.0891218872870249
446,colegioflamingo,24,0.08908685968819599
447,stellamarisaguaverde,24,0.08881578947368421
448,alpha,34,0.08849887976101568
449,overabelcabral,34,0.08829174664107485
450,overpontanegra,33,0.08823529411764706
451,colegioflamingo,25,0.08798283261802575
452,profederal,36,0.08757525998905309
453,acessofazendariogrande,24,0.08740359897172237
454,aescobjetivo,24,0.0872093023255814
455,elitecuritibaemilianoperneta,26,0.08695652173913043
456,overjoaopessoa,32,0.08571428571428572
457,colegiocb,26,0.08547008547008547
458,stellamarisjuveve,33,0.08517156862745098
459,progressaodc,25,0.08492569002123142
460,colegioecursoprogressao,24,0.08450704225352113
461,faculdadeflamingo,34,0.0844574780058651
462,acessofazendariogrande,34,0.08433734939759036
463,einsteinassis,31,0.0843263061411549
464,elitecuritibaemilianoperneta,32,0.08423913043478261
465,amadeus,29,0.08381839348079162
466,acessosantafelicidade,30,0.08347529812606473
467,jazzvestibular,35,0.08333333333333333
468,apogeustoantonio2,29,0.08333333333333333
469,colegiofuturageracao,35,0.08333333333333333
470,senhorbonfim,35,0.08333333333333333
471,colegiointegral,37,0.0821917808219178
472,institutoeurofarma,31,0.08194322505121451
473,alpha,27,0.08176100628930817
474,colegiobrasilia,24,0.08153214774281806
475,acessosantafelicidade,35,0.08139534883720931
476,universitariolondrina,35,0.08139534883720931
477,progressaodc,31,0.08133971291866028
478,einsteinassis,32,0.0812133072407045
479,physicsalmirantebarroso,31,0.08115942028985507
480,overzonanorte,34,0.08035714285714286
481,acessofazendariogrande,32,0.08
482,acessohauer,27,0.08
483,eccos,33,0.07961783439490445
484,anossaatmosfera,35,0.07961165048543689
485,ceabb,26,0.07936507936507936
486,alpha,24,0.07932203389830508
487,elitecuritibaemilianoperneta,34,0.07770961145194274
488,stellamarisjuveve,30,0.07742998352553541
489,progressaodc,34,0.07692307692307693
490,mocinhagomes,36,0.07692307692307693
491,acessosjpinhais,27,0.07669616519174041
492,apogeustoantonio2,28,0.0763888888888889
493,stellamarisxaxim,29,0.07582938388625593
494,overabelcabral,35,0.07525510204081633
495,colegioflamingo,33,0.07485604606525911
496,casdinhosjc,29,0.07414272474513438
497,mariliamattoso,25,0.07407407407407407
498,joaorosa,33,0.07407407407407407
499,acessoboqueirao,32,0.07371794871794872
500,universitariolondrina,26,0.073558648111332
501,physicsalmirantebarroso,26,0.07329842931937172
502,colegiocb,35,0.07317073170731707
503,colegiodasamericas,36,0.07220216606498195
504,colegiobrasilia,31,0.07200214132762313
505,colegiobrasilia,33,0.07142857142857142
506,overjoaopessoa,25,0.07142857142857142
507,sas,30,0.07142857142857142
508,amaisteste,28,0.07142857142857142
509,colegiojoaopaulo,35,0.07142857142857142
510,amadeus,30,0.07115697990222705
511,einsteinassis,36,0.07047872340425532
512,einsteinassis,35,0.07024793388429752
513,colegiouirapuru,32,0.06976744186046512
514,overnascimentodecastro,26,0.06976744186046512
515,ceabb,31,0.06944444444444445
516,colegiodasamericas,31,0.06944444444444445
517,acessocampolargo,36,0.06912442396313365
518,acessocampolargo,35,0.06910569105691057
519,eccos,25,0.06896551724137931
520,colegiodasamericas,25,0.06882591093117409
521,profederal,26,0.06872414890232262
522,overabelcabral,32,0.0681198910081744
523,moaciralves,35,0.06779661016949153
524,acessosjpinhais,32,0.06742857142857143
525,progressaodc,36,0.06701030927835051
526,senhorbonfim,34,0.06666666666666667
527,cursoisfera,31,0.06666666666666667
528,acessosantafelicidade,36,0.06666666666666667
529,amadeus,35,0.06640316205533597
530,amadeus,34,0.06636155606407322
531,ceespacolivre,36,0.06593406593406594
532,acessopinhais,25,0.06535947712418301
533,eccos,34,0.06528662420382166
534,eacorcovado,29,0.06504065040650407
535,psantagema,31,0.06489675516224189
536,alpha,25,0.06464530892448513
537,psantagema,34,0.0641025641025641
538,physicsconselheirofurtado,35,0.064
539,insa,33,0.0639269406392694
540,overpontanegra,35,0.06382978723404255
541,stellamarisjuveve,32,0.06287787182587666
542,physicsmacapa,24,0.06280193236714976
543,overpontanegra,24,0.0625
544,eccos,31,0.0625
545,colegiosete,27,0.0625
546,colegioecursoprogressao,30,0.0625
547,colegioeag,36,0.062381852551984876
548,physicsmacapa,33,0.06224627875507442
549,aescobjetivo,25,0.061224489795918366
550,acessosantafelicidade,33,0.06116642958748222
551,alpha,35,0.06111443978430198
552,moaciralves,34,0.06097560975609756
553,colegioiguatemy,31,0.06060606060606061
554,joaorosa,36,0.06060606060606061
555,stellamarisaguaverde,31,0.06060606060606061
556,stellamarisaguaverde,32,0.06040268456375839
557,universitariolondrina,33,0.05991992268397073
558,colegiointegral,36,0.05988734064630893
559,colegiobrasilia,30,0.05954743946010321
560,objetivolorena,36,0.05916030534351145
561,integradaeducativa,30,0.058823529411764705
562,overmarciliofurtado,36,0.05804749340369393
563,psantagema,33,0.057692307692307696
564,overpontanegra,31,0.057692307692307696
565,apogeustoantonio2,24,0.057539682539682536
566,villalobos,24,0.057494866529774126
567,colegioecursoprogressao,36,0.05747126436781609
568,faculdadeflamingo,36,0.057320441988950276
569,universitariolondrina,29,0.057153965785381025
570,universobarcarena,32,0.05714285714285714
571,colegioecursoprogressao,37,0.05714285714285714
572,acessosjpinhais,30,0.05686032138442522
573,colegioecursodesafio,31,0.05679726531685511
574,colegiobrasilia,32,0.056704980842911874
575,amadeus,37,0.05664488017429194
576,elitecuritibaemilianoperneta,33,0.05627705627705628
577,stellamarisjuveve,26,0.05609756097560976
578,colegioflamingo,34,0.055710306406685235
579,physicsalmirantebarroso,32,0.05567010309278351
580,villalobos,25,0.05560747663551402
581,apogeustoantonio2,31,0.05555555555555555
582,laboratoriosromildo,30,0.05555555555555555
583,eldapereira,33,0.05555555555555555
584,stellamarisxaxim,25,0.05518553758325404
585,colegioecursodesafio,30,0.055135135135135134
586,colegioecursoprogressao,34,0.0547945205479452
587,acessopinhais,30,0.0547945205479452
588,acessohauer,25,0.05472636815920398
589,amadeus,36,0.05462348809988295
590,ceabb,33,0.05454545454545454
591,physicsbatistacampos,31,0.05422853453841188
592,moaciralves,33,0.05405405405405406
593,physicsaugustomontenegro,31,0.053973013493253376
594,faculdadeflamingo,35,0.05384213277574491
595,acessosjpinhais,24,0.053610503282275714
596,abdiasmartins,36,0.05357142857142857
597,casdinhosjc,30,0.05339805825242718
598,spdacruz,35,0.05291005291005291
599,joaorosa,34,0.05263157894736842
600,acessoalmirantetamandare,36,0.05263157894736842
601,physicsmacapa,34,0.05263157894736842
602,acessoboqueirao,30,0.05253623188405797
603,stellamarisaguaverde,33,0.051470588235294115
604,progressaoig,27,0.05128205128205128
605,stellamarisxaxim,27,0.05128205128205128
606,progressaoig,31,0.05128205128205128
607,cats,34,0.05113636363636364
608,universobarcarena,31,0.05058365758754864
609,stellamarisaguaverde,25,0.050505050505050504
610,ceabb,25,0.050314465408805034
611,eccos,35,0.05010438413361169
612,insa,36,0.05
613,overpontanegra,25,0.05
614,acessosantafelicidade,27,0.05
615,overzonanorte,26,0.05
616,physicsumarizal,31,0.04951856946354883
617,casdinhosjc,26,0.04938271604938271
618,casdinhosjc,25,0.04919583727530748
619,litteratus,26,0.04878048780487805
620,colegioflamingo,35,0.04871060171919771
621,colegiobrasilia,34,0.048567053161233865
622,acessosantafelicidade,32,0.04838709677419355
623,objetivolorena,35,0.048286604361370715
624,universitariolondrina,36,0.04782530229200505
625,cats,30,0.04772727272727273
626,overpontanegra,27,0.047619047619047616
627,overpontanegra,29,0.047619047619047616
628,ceabb,29,0.047619047619047616
629,overmarciliofurtado,37,0.047619047619047616
630,insa,31,0.04716981132075472
631,brasilcursinhos,29,0.047058823529411764
632,colegiobrasilia,35,0.046907867059318466
633,physicsconselheirofurtado,36,0.046632124352331605
634,anossaatmosfera,37,0.04611650485436893
635,colegioecursodesafio,33,0.0457205559619605
636,colegioecursoprogressao,32,0.045662100456621
637,overzonanorte,31,0.045454545454545456
638,overzonanorte,30,0.045454545454545456
639,elitecuritibaemilianoperneta,35,0.04504504504504504
640,objetivolorena,33,0.044722719141323794
641,colegioecursodesafio,32,0.04442948502187816
642,adrianochan,26,0.04404145077720207
643,colegioecursoprogressao,35,0.04391891891891892
644,stellamarisxaxim,31,0.04371584699453552
645,moaciralves,32,0.04371584699453552
646,elitecuritibaemilianoperneta,36,0.043478260869565216
647,ceabb,27,0.043478260869565216
648,colegiobrasilia,25,0.04326767839845011
649,acessosjpinhais,35,0.043095004897159644
650,cursobase,36,0.043010752688172046
651,stellamarisxaxim,33,0.04275862068965517
652,physicscidadenova,34,0.04257859132510943
653,overabelcabral,25,0.0425531914893617
654,villalobos,32,0.042302158273381296
655,universitariolondrina,37,0.04228571428571429
656,psantagema,32,0.04195804195804196
657,murilorocha,32,0.04195804195804196
658,colegiodasamericas,26,0.041916167664670656
659,physicscidadenova,32,0.04178674351585014
660,jazzvestibular,36,0.041666666666666664
661,senhorbonfim,33,0.041666666666666664
662,cursoenfase,34,0.041666666666666664
663,insa,32,0.040697674418604654
664,physicsaugustomontenegro,24,0.04065040650406504
665,physicsbatistacampos,32,0.040523945968072045
666,ceespacolivre,26,0.04
667,universobarcarena,34,0.03937007874015748
668,physicscidadenova,31,0.039285714285714285
669,physicscidadenova,33,0.03919738684087728
670,physicsaugustomontenegro,33,0.03902714932126697
671,physicsaugustomontenegro,32,0.03896103896103896
672,physicsbatistacampos,33,0.038935108153078206
673,physicsaugustomontenegro,34,0.03884766477520733
674,santoamerico,27,0.038461538461538464
675,overabelcabral,29,0.038461538461538464
676,overabelcabral,26,0.038461538461538464
677,physicsalmirantebarroso,25,0.038314176245210725
678,stellamarisxaxim,24,0.038083538083538086
679,acessopinhais,36,0.03755868544600939
680,colegioguilhermedealmeida,35,0.037383177570093455
681,overabelcabral,33,0.037333333333333336
682,colegiouniverso,35,0.037267080745341616
683,physicsalcindocacela,25,0.036729036729036726
684,physicsalmirantebarroso,33,0.03672580143168378
685,villalobos,31,0.036468330134357005
