,namespace,Semana,Porcentagem de engajamento em série de exercícios
680,overzonanorte,31,0.09090909090909091
195,ceabb,37,0.09090909090909091
27,acessoboqueirao,32,0.09043861154000114
608,mariliamattoso,36,0.09
687,physicsalcindocacela,26,0.0897742363877822
596,macvest,33,0.08970820189274448
112,adrianochan,36,0.08926647732837137
571,isem,36,0.08823529411764706
462,educarse,26,0.08771929824561403
399,colegiosete,37,0.08737864077669903
6,abiliomartins,33,0.08695652173913043
55,acessofazendariogrande,37,0.08682634730538923
870,spdacruz,33,0.08670921198668147
832,qescola,24,0.08653846153846154
871,spdacruz,34,0.08614908434356461
221,ceprimeiromundo,36,0.08583690987124463
837,qescola,32,0.08571428571428572
149,apogeustoantonio2,29,0.08541666666666667
370,colegiointegral,37,0.08535696940262263
559,integradaeducativa,33,0.08498287814248727
805,progressaodc,27,0.08474871526870481
381,colegiojoaopaulo,36,0.08455882352941177
747,physicsmacapa,36,0.08433406113537117
913,universitariolondrina,25,0.08360964894102044
615,moaciralves,34,0.08333333333333333
750,physicsumarizal,26,0.08262295081967214
163,casdinhosjc,33,0.0824449182658138
264,colegiodasamericas,25,0.08225169300225733
740,physicsmacapa,24,0.0821256038647343
553,integradaeducativa,24,0.08103504218040233
434,cursosazambuja,33,0.0805744888023369
382,colegioliceu,35,0.08024691358024691
866,spdacruz,24,0.08002589311000526
333,colegiofuturageracao,35,0.07971014492753623
541,institutoeurofarma,33,0.07951907131011608
429,cursosazambuja,27,0.07897686742076837
667,overpontanegra,25,0.07857142857142857
104,adrianochan,26,0.07849501141964178
127,alpha,36,0.0783888173625161
123,alpha,32,0.07782057514677836
936,valdemiracoelho,36,0.07586206896551724
119,alpha,26,0.07441591040741456
436,cursosazambuja,35,0.07412231030577576
530,insa,25,0.0735826296743064
850,santoamerico,27,0.07259615384615385
646,overjoaopessoa,25,0.07142857142857142
139,amaisteste,28,0.07142857142857142
803,progressaodc,25,0.07141387116690677
427,cursosazambuja,25,0.07094871374733737
944,villalobos,30,0.06900212314225053
937,valdemiracoelho,37,0.06896551724137931
741,physicsmacapa,25,0.06868834490317867
377,colegiojoaopaulo,32,0.06867671691792294
872,spdacruz,35,0.06857976653696499
358,colegiointegral,24,0.06841816216982302
214,ceprimeiromundo,25,0.06838565022421525
901,stellamarisxaxim,27,0.06787330316742081
430,cursosazambuja,28,0.06628254020892058
792,profederal,27,0.06601941747572816
435,cursosazambuja,34,0.06594202898550725
105,adrianochan,27,0.06554307116104868
591,macvest,27,0.06505102040816327
25,acessoboqueirao,30,0.06426313941238442
794,profederal,30,0.06411383657224692
506,francobrasileiro,33,0.0640625
918,universitariolondrina,30,0.06363300470942883
539,institutoeurofarma,30,0.06320571057754705
789,profederal,24,0.06291882147279482
128,alpha,37,0.06263752383746517
0,abdiasmartins,31,0.0625
842,sagradafamilia,35,0.06216841246088967
218,ceprimeiromundo,31,0.06206896551724138
679,overzonanorte,30,0.06198347107438017
433,cursosazambuja,32,0.06147780373831776
791,profederal,26,0.06146729577204182
23,acessoboqueirao,27,0.06144151240645924
115,aescobjetivo,25,0.061224489795918366
414,colegiouniverso,34,0.06103286384976526
428,cursosazambuja,26,0.06086357372531006
416,colegiouniverso,36,0.06060606060606061
761,pioxi,33,0.060596739464780065
782,porto,32,0.06011883255048376
598,macvest,35,0.05975
561,integradaeducativa,35,0.05896650910864775
375,colegiojoaopaulo,28,0.058823529411764705
386,colegiopremium,34,0.057971014492753624
431,cursosazambuja,30,0.057848837209302326
461,educarse,25,0.057829759584145546
664,overnascimentodecastro,26,0.05767441860465116
950,villalobos,36,0.05719340794783611
758,pioxi,26,0.056935483870967744
69,acessopinhais,27,0.056818181818181816
379,colegiojoaopaulo,34,0.05680990531682447
151,apogeustoantonio2,31,0.05555555555555555
800,profederal,36,0.05526051868155537
802,professoratalitha,34,0.05507246376811594
531,insa,26,0.0547945205479452
673,overpontanegra,33,0.05459770114942529
889,stellamarisjuveve,29,0.054385964912280704
578,joaorosa,36,0.05405405405405406
558,integradaeducativa,32,0.053302912167867346
560,integradaeducativa,34,0.053255400156886755
926,universobarcarena,25,0.05263157894736842
725,physicscidadenova,24,0.052508133464477566
778,porto,26,0.0523948711952921
106,adrianochan,30,0.051885226464311124
145,apogeustoantonio2,25,0.05117973629424011
178,cats,31,0.05
1,abdiasmartins,32,0.04983748645720477
797,profederal,33,0.04960835509138381
250,colegiobrasilia,37,0.04917277718412617
405,colegiouirapuru,32,0.04897276636407071
775,portinari,37,0.04793569765359126
108,adrianochan,32,0.04790282144136257
780,porto,30,0.04762699520543788
669,overpontanegra,29,0.047619047619047616
934,valdemiracoelho,32,0.047021943573667714
790,profederal,25,0.04680232558139535
777,porto,25,0.0467198508383062
681,overzonanorte,32,0.045454545454545456
576,joaorosa,33,0.045454545454545456
520,hamiltondarocha,34,0.045454545454545456
374,colegiojoaopaulo,27,0.04469026548672567
636,overabelcabral,27,0.044647387113140535
599,macvest,36,0.044585987261146494
463,educarse,29,0.043859649122807015
418,contemporaneocidadeverde,32,0.04285714285714286
80,acessosantafelicidade,27,0.04278812974465148
101,acessosjpinhais,37,0.041666666666666664
863,senhorbonfim,33,0.041666666666666664
760,pioxi,32,0.04158541754980924
783,porto,33,0.04158488355060788
781,porto,31,0.04146667045357721
347,colegioguilhermedealmeida,37,0.04097646033129904
762,pioxi,34,0.04094982078853047
676,overpontanegra,37,0.0405727923627685
951,villalobos,37,0.039656362660121194
785,porto,35,0.03953048010750499
834,qescola,27,0.039361702127659576
736,physicsconselheirofurtado,33,0.038934122871946704
159,casdinhosjc,29,0.038803968892464465
663,overnascimentodecastro,25,0.03875968992248062
796,profederal,32,0.038635336647085405
779,porto,27,0.03804912919157785
843,santadoroteia,35,0.037249893571732653
737,physicsconselheirofurtado,34,0.037142857142857144
465,educarse,32,0.036758563074352546
540,institutoeurofarma,31,0.03675651592782357
795,profederal,31,0.03660688032931491
727,physicscidadenova,26,0.03660483970028252
166,casdvest,26,0.036521739130434785
806,progressaodc,28,0.03638095238095238
653,overmarciliofurtado,29,0.03636363636363636
759,pioxi,31,0.036053130929791274
738,physicsconselheirofurtado,35,0.036
336,colegioglobal,32,0.03571428571428571
24,acessoboqueirao,29,0.03546099290780142
419,cursoenfase,32,0.03523391812865497
464,educarse,30,0.03508771929824561
146,apogeustoantonio2,26,0.034823731728288905
688,physicsalcindocacela,31,0.03463641887786105
562,integradaeducativa,36,0.03438400078108473
734,physicscidadenova,37,0.03424756929328109
5,abdiasmartins,36,0.03409090909090909
788,positivoon,27,0.03333333333333333
164,casdvest,24,0.03211382113821138
222,ceprimeiromundo,37,0.031496062992125984
140,antoniomelo,31,0.031007751937984496
160,casdinhosjc,30,0.031004099326202704
542,institutoeurofarma,34,0.028775043700416836
152,apogeustoantonio2,34,0.02861952861952862
150,apogeustoantonio2,30,0.028186274509803922
157,casdinhosjc,25,0.02789196835079344
874,spdacruz,37,0.027777777777777776
181,cats,35,0.027722277722277724
677,overzonanorte,26,0.027407407407407408
169,casdvest,29,0.02666666666666667
776,porto,24,0.02646119531606428
116,aescobjetivo,36,0.02544529262086514
165,casdvest,25,0.02447761194029851
675,overpontanegra,36,0.023809523809523808
668,overpontanegra,27,0.023809523809523808
735,physicsconselheirofurtado,32,0.023703703703703703
183,cats,37,0.022727272727272728
840,rede,35,0.022727272727272728
610,master,33,0.022390891840607212
147,apogeustoantonio2,27,0.021623113728376886
437,cursosazambuja,36,0.021036738802214395
651,overmarciliofurtado,27,0.02090909090909091
158,casdinhosjc,26,0.020340569535947005
466,educarse,33,0.019936204146730464
784,porto,34,0.019722814498933903
161,casdinhosjc,31,0.019607002807122808
172,casdvest,32,0.01924009700889248
524,informacao,27,0.019230769230769232
523,informacao,24,0.019230769230769232
529,informacao,33,0.019230769230769232
422,cursoisfera,26,0.018518518518518517
448,eacorcovado,36,0.01830754406846908
799,profederal,35,0.01818181818181818
511,gerabixo,25,0.018013100436681223
469,educarse,37,0.017543859649122806
468,educarse,35,0.017543859649122806
835,qescola,30,0.01699029126213592
171,casdvest,31,0.01694915254237288
527,informacao,31,0.016025641025641024
513,gerabixo,27,0.01601164483260553
285,colegioecursodesafio,24,0.015981198589894243
286,colegioecursodesafio,25,0.015541922290388548
162,casdinhosjc,32,0.015168441697078027
786,porto,36,0.01438388674494913
678,overzonanorte,27,0.013333333333333334
512,gerabixo,26,0.01319141193595342
103,adrianochan,25,0.012559463013459022
200,ceespacolivre,36,0.011754827875734676
739,physicsconselheirofurtado,36,0.011658031088082901
544,institutoeurofarma,36,0.011656005685856433
173,casdvest,33,0.011625794732061762
515,gerabixo,29,0.0111155220325526
692,physicsalcindocacela,35,0.010429447852760737
514,gerabixo,28,0.009808532079274438
156,casdinhosjc,24,0.009571861035029551
510,gerabixo,24,0.009461426491994178
120,alpha,27,0.009095043201455207
224,colegioarena,36,0.0089394264463992
526,informacao,30,0.008484162895927601
525,informacao,28,0.0078125
421,cursoenfase,34,0.006944444444444444
689,physicsalcindocacela,32,0.006874767744332962
691,physicsalcindocacela,34,0.005792996910401648
685,physicsalcindocacela,24,0.005361003755231404
798,profederal,34,0.0049261083743842365
686,physicsalcindocacela,25,0.004748713889988128
495,escolamaster,35,0.00473186119873817
182,cats,36,0.004545454545454545
516,gerabixo,32,0.004450789385287202
665,overnascimentodecastro,27,0.004228329809725159
102,adrianochan,24,0.003911080513915437
110,adrianochan,34,0.0035538577637898457
109,adrianochan,33,0.003550103915867896
838,qescola,35,0.0034856700232378003
167,casdvest,27,0.0034482758620689655
569,ipdhsolucoes,24,0.003432494279176201
543,institutoeurofarma,35,0.003316749585406302
609,master,32,0.003275466754012447
111,adrianochan,35,0.0028860755343923026
690,physicsalcindocacela,33,0.0024502797402703477
518,gerabixo,34,0.0023818975784041284
168,casdvest,28,0.002331002331002331
175,casdvest,36,0.0020833333333333333
873,spdacruz,36,0.002077922077922078
107,adrianochan,31,0.0017814144367344744
841,redeinspira,36,0.0016916740217711092
502,francobrasileiro,25,0.0015873015873015873
170,casdvest,30,0.0014184397163120568
174,casdvest,35,0.0010416666666666667
517,gerabixo,33,0.0005240174672489083
113,adrianochan,37,0.00047262636306524825
787,porto,37,0.00045955882352941176
417,conexaosaber,25,0.0
420,cursoenfase,33,0.0
480,eldapereira,33,0.0
649,overjoaopessoa,37,0.0
586,liessinbarra,31,0.0
579,joaorosa,37,0.0
577,joaorosa,34,0.0
575,joaorosa,32,0.0
552,integra,36,0.0
528,informacao,32,0.0
423,cursoisfera,33,0.0
424,cursoisfera,34,0.0
385,colegiopremium,33,0.0
519,gerabixo,36,0.0
219,ceprimeiromundo,32,0.0
425,cursoisfera,36,0.0
467,educarse,34,0.0
378,colegiojoaopaulo,33,0.0
