,namespace,Semana,Número de exercícios por turma
887,physicsmacapa,34,7.142857142857143
888,physicsmacapa,35,30.5
889,physicsmacapa,36,25.0
890,physicsumarizal,24,6.714285714285714
891,physicsumarizal,25,13.1
892,physicsumarizal,26,23.666666666666668
893,physicsumarizal,31,15.5
894,physicsumarizal,32,15.6875
895,physicsumarizal,33,21.88235294117647
896,physicsumarizal,34,20.6875
897,physicsumarizal,35,24.25
898,physicsumarizal,36,9.25
899,physicsumarizal,37,13.222222222222221
900,pioxi,26,20.0
901,pioxi,31,10.0
902,pioxi,32,17.5
903,pioxi,33,4.0
904,pioxi,34,15.0
905,pioxi,36,2.75
906,portinari,24,11.142857142857142
907,portinari,27,12.384615384615385
908,portinari,28,11.538461538461538
909,portinari,29,11.88888888888889
910,portinari,30,12.222222222222221
911,portinari,31,12.909090909090908
912,portinari,32,10.619047619047619
913,portinari,33,10.0
914,portinari,34,4.181818181818182
915,portinari,35,7.071428571428571
916,portinari,36,2.5
917,portinari,37,7.333333333333333
918,porto,24,13.0
919,porto,25,42.68421052631579
920,porto,26,27.095238095238095
921,porto,27,8.545454545454545
922,porto,30,12.0
923,porto,31,29.0
924,porto,32,23.0
925,porto,33,18.818181818181817
926,porto,34,12.75
927,porto,35,19.8
928,porto,36,109.6
929,porto,37,8.0
930,positivoon,27,30.0
931,positivoon,28,3.0
932,positivoon,29,23.0
933,primeirodemaio,24,4.0
934,primeirodemaio,25,13.5
935,primeirodemaio,26,23.0
936,primeirodemaio,31,12.0
937,primeirodemaio,32,13.0
938,primeirodemaio,33,1.0
939,primeirodemaio,34,6.0
940,primeirodemaio,35,10.0
941,primeirodemaio,36,20.0
942,profederal,24,170.2
943,profederal,25,16.25
944,profederal,26,107.8
945,profederal,27,6.5
946,profederal,28,11.0
947,profederal,30,409.4
948,profederal,31,15.833333333333334
949,profederal,32,14.6
950,profederal,33,13.6
951,profederal,34,14.0
952,profederal,35,5.0
953,profederal,36,116.2
954,professoratalitha,24,8.0
955,professoratalitha,34,15.0
956,progressaodc,25,24.666666666666668
957,progressaodc,26,1.0
958,progressaodc,27,14.333333333333334
959,progressaodc,28,50.0
960,progressaodc,30,12.5
961,progressaodc,31,7.333333333333333
962,progressaodc,32,5.333333333333333
963,progressaodc,33,15.333333333333334
964,progressaodc,34,4.0
965,progressaodc,36,18.75
966,progressaoig,24,12.5
967,progressaoig,25,15.0
968,progressaoig,26,1.5
969,progressaoig,27,5.0
970,progressaoig,28,8.0
971,progressaoig,31,6.0
972,progressaoig,33,26.5
973,progressaoig,34,3.5
974,psantagema,24,30.055555555555557
975,psantagema,25,26.88235294117647
976,psantagema,26,5.0
977,psantagema,30,21.0
978,psantagema,31,6.1
979,psantagema,32,25.25
980,psantagema,33,20.41176470588235
981,psantagema,34,5.25
982,psantagema,35,7.142857142857143
983,psantagema,36,4.375
984,psantagema,37,1.0
985,qescola,24,42.57142857142857
986,qescola,25,3.2222222222222223
987,qescola,26,4.0
988,qescola,27,8.666666666666666
989,qescola,28,5.0
990,qescola,30,14.714285714285714
991,qescola,31,12.461538461538462
992,qescola,32,3.75
993,qescola,33,1.0
994,qescola,35,503.75
995,qescola,36,2.0
996,rede,35,14.0
997,redefilhasdejesus,35,1650.0
998,redeinspira,36,12.0
999,saea,33,1653.0
1000,sagradafamilia,35,4156.5
1001,santadoroteia,35,4156.5
1002,santamariacn,31,15.0
1003,santamariacn,33,14.0
1004,santamariacn,34,14.0
1005,santamariacn,35,17.0
1006,santoagostinholeblon,35,217.0
1007,santoamerico,24,7.8
1008,santoamerico,25,6.25
1009,santoamerico,27,8.0
1010,santoamerico,29,28.0
1011,santoamerico,30,25.866666666666667
1012,santoamerico,31,28.38235294117647
1013,santoamerico,32,24.5625
1014,santoamerico,33,17.387096774193548
1015,santoamerico,34,20.136363636363637
1016,santoamerico,35,9.148148148148149
1017,santoamerico,36,96.1470588235294
1018,santoamerico,37,10.38888888888889
1019,sas,25,4.0
1020,sas,28,2.0
1021,sas,30,11.0
1022,sas,31,366.0
1023,sas,32,8.0
1024,sas,34,109.5
1025,sasadapt,25,4.0
1026,sasadapt,26,8.0
1027,sasadapt,27,1.0
1028,sasadapt,33,4.0
1029,sasadaptem,32,13.0
1030,sasadaptem,33,323.0
1031,sasadaptfund,33,90.0
1032,saseducacao,24,27.0
1033,saseducacao,26,1224.0
1034,senhorbonfim,31,7.5
1035,senhorbonfim,32,2.0
1036,senhorbonfim,33,1.0
1037,senhorbonfim,34,3.0
1038,senhorbonfim,35,7.0
1039,serios,24,16.0
1040,sistemadeensinogpi,34,39.0
1041,sobral,29,2.0
1042,spdacruz,24,8.5
1043,spdacruz,25,12.142857142857142
1044,spdacruz,31,12.0
1045,spdacruz,32,24.0
1046,spdacruz,33,8.666666666666666
1047,spdacruz,34,8.25
1048,spdacruz,35,11.0
1049,spdacruz,36,19.6
1050,spdacruz,37,3.0
1051,stellamarisaguaverde,24,13.25
1052,stellamarisaguaverde,25,5.0
1053,stellamarisaguaverde,26,26.0
1054,stellamarisaguaverde,29,5.0
1055,stellamarisaguaverde,30,6.0
1056,stellamarisaguaverde,31,6.0
1057,stellamarisaguaverde,32,4.0
1058,stellamarisaguaverde,33,7.0
1059,stellamarisaguaverde,34,4.5
1060,stellamarisaguaverde,35,1.0
1061,stellamarisaguaverde,36,6.5
1062,stellamarisjuveve,24,16.59090909090909
1063,stellamarisjuveve,25,6.166666666666667
1064,stellamarisjuveve,26,10.4
1065,stellamarisjuveve,29,10.0
1066,stellamarisjuveve,30,20.0
1067,stellamarisjuveve,31,14.5
1068,stellamarisjuveve,32,3.8421052631578947
1069,stellamarisjuveve,33,11.416666666666666
1070,stellamarisjuveve,34,12.363636363636363
1071,stellamarisjuveve,35,8.083333333333334
1072,stellamarisjuveve,36,14.318181818181818
1073,stellamarisjuveve,37,8.363636363636363
1074,stellamarisxaxim,24,4.764705882352941
1075,stellamarisxaxim,25,6.4375
1076,stellamarisxaxim,26,8.5
1077,stellamarisxaxim,27,17.0
1078,stellamarisxaxim,28,1.0
1079,stellamarisxaxim,29,4.142857142857143
1080,stellamarisxaxim,30,9.11111111111111
1081,stellamarisxaxim,31,8.476190476190476
1082,stellamarisxaxim,32,5.777777777777778
1083,stellamarisxaxim,33,9.5
1084,stellamarisxaxim,34,9.952380952380953
1085,stellamarisxaxim,35,5.0625
1086,stellamarisxaxim,36,5.588235294117647
1087,stellamarisxaxim,37,6.142857142857143
1088,universitariolondrina,24,11.709677419354838
1089,universitariolondrina,25,14.755555555555556
1090,universitariolondrina,26,12.853658536585366
1091,universitariolondrina,27,15.5
1092,universitariolondrina,28,5.0
1093,universitariolondrina,29,8.823529411764707
1094,universitariolondrina,30,19.5
1095,universitariolondrina,31,12.854166666666666
1096,universitariolondrina,32,17.916666666666668
1097,universitariolondrina,33,16.395833333333332
1098,universitariolondrina,34,16.906976744186046
1099,universitariolondrina,35,13.6
1100,universitariolondrina,36,16.204545454545453
1101,universitariolondrina,37,11.470588235294118
1102,universobarcarena,25,1.0
1103,universobarcarena,31,2.75
1104,universobarcarena,32,2.0
1105,universobarcarena,33,10.625
1106,universobarcarena,34,2.0
1107,universobarcarena,35,1.0
1108,universobarcarena,36,17.6
1109,valdemiracoelho,31,3.0
1110,valdemiracoelho,32,9.0
1111,valdemiracoelho,33,10.0
1112,valdemiracoelho,36,10.333333333333334
1113,valdemiracoelho,37,5.0
1114,venceslauchaves,24,1.0
1115,villalobos,24,10.3125
1116,villalobos,25,11.45
1117,villalobos,26,7.705882352941177
1118,villalobos,27,1.6666666666666667
1119,villalobos,28,56.25
1120,villalobos,29,2.0
1121,villalobos,30,8.8
1122,villalobos,31,19.114285714285714
1123,villalobos,32,14.088235294117647
1124,villalobos,33,12.463414634146341
1125,villalobos,34,18.0
1126,villalobos,35,10.242424242424242
1127,villalobos,36,7.935483870967742
1128,villalobos,37,8.333333333333334
1129,zecarioca,26,10.0
